,split_0,split_1,split_2,averb,averb_s,averb_o,averb_relation,root,root_full,root_s,root_o,fverb,fword,apos,apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices
217,We apply a stage-wise approach to fine tuning,BERT,"on multiple datasets, starting with data that is ""furthest"" from the test data and ending with the ""closest"".",,,,,approach,approach,"['apply', 'a', 'stage', '-', 'wise']",[],starting,on,"['NOUN', 'NOUN', 'ADP']","['BERT', 'tuning', 'to']",https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,2,"We apply a stage-wise approach to fine tuning BERT on multiple datasets, starting with data that is ""furthest"" from the test data and ending with the ""closest"".","['We', 'apply', 'a', 'stage-wise', 'approach', 'to', 'fine', 'tuning', 'BERT', 'on', 'multiple', 'datasets,', 'starting', 'with', 'data', 'that', 'is', '""furthest""', 'from', 'the', 'test', 'data', 'and', 'ending', 'with', 'the', '""closest"".']","(8, 9)","(45, 49)"
218,"Experimental results show large gains in effectiveness over previous approaches on English QA datasets, and we establish new baselines on two recent Chinese QA datasets",,,,,,,show,show,"['Experimental', 'results']","['large gains in effectiveness over previous approaches on English QA datasets', 'and we establish new baselines on two recent Chinese QA datasets']",,,,,https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,3,"Experimental results show large gains in effectiveness over previous approaches on English QA datasets, and we establish new baselines on two recent Chinese QA datasets","['Experimental', 'results', 'show', 'large', 'gains', 'in', 'effectiveness', 'over', 'previous', 'approaches', 'on', 'English', 'QA', 'datasets,', 'and', 'we', 'establish', 'new', 'baselines', 'on', 'two', 'recent', 'Chinese', 'QA', 'datasets']",,
219,Data Augmentation for,BERT,Fine-Tuning in Open-Domain Question Answering.,,,,,Augmentation,Augmentation,[],[],,Fine-Tuning,"['PROPN', 'ADP', 'NOUN']","['BERT', 'for', 'Augmentation']",https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Title,0,Data Augmentation for BERT Fine-Tuning in Open-Domain Question Answering.,"['Data', 'Augmentation', 'for', 'BERT', 'Fine-Tuning', 'in', 'Open-Domain', 'Question', 'Answering.']","(3, 4)","(21, 25)"
220,,The BERT language model ( LM ),"( Devlin et al . , 2019 ) is surprisingly good at answering cloze - style questions about relational facts .",,,,,good,is good,"['The BERT language model ( LM ) ( Devlin et al . , 2019 )']",[],is,Devlin,"['NOUN', 'ADJ']","['model', 'good']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,0,"The BERT language model (LM) (Devlin et al., 2019) is surprisingly good at answering cloze-style questions about relational facts.","['The', 'BERT', 'language', 'model', '(', 'LM', ')', '(', 'Devlin', 'et', 'al', '.', ',', '2019', ')', 'is', 'surprisingly', 'good', 'at', 'answering', 'cloze', '-', 'style', 'questions', 'about', 'relational', 'facts', '.']","(0, 7)","(0, 30)"
221,Petroni et al.,,,,,,,Petroni,Petroni,[],['et al .'],,,,,https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,1,Petroni et al.,"['Petroni', 'et', 'al.']",,
222,( 2019 ) take this as evidence that,BERT,memorizes factual knowledge during pre - training .,,,,,),),['( this as evidence that BERT memorizes factual knowledge during pre - training .'],[],memorizes,memorizes,"['PROPN', 'NOUN', 'SCONJ']","['BERT', 'evidence', 'as']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,2,(2019) take this as evidence that BERT memorizes factual knowledge during pre-training.,"['(', '2019', ')', 'take', 'this', 'as', 'evidence', 'that', 'BERT', 'memorizes', 'factual', 'knowledge', 'during', 'pre', '-', 'training', '.']","(8, 9)","(35, 39)"
223,( 2019 ) take this as,evidence that BERT memorizes factual knowledge during pre - training,.,,,,,),),['( this as evidence that BERT memorizes factual knowledge during pre - training .'],[],,,"['NOUN', 'SCONJ', 'PUNCT']","['evidence', 'as', '(']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,2,(2019) take this as evidence that BERT memorizes factual knowledge during pre-training.,"['(', '2019', ')', 'take', 'this', 'as', 'evidence', 'that', 'BERT', 'memorizes', 'factual', 'knowledge', 'during', 'pre', '-', 'training', '.']","(6, 16)","(21, 89)"
224,We take issue with this interpretation and argue that the performance of,BERT,"is partly due to reasoning about ( the surface form of ) entity names , e.g. , guessing that a person with an Italian - sounding name speaks Italian .",argue,[],[],-1.0,issue,issue,['take'],[],is,is,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'performance']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,3,"We take issue with this interpretation and argue that the performance of BERT is partly due to reasoning about (the surface form of) entity names, e.g., guessing that a person with an Italian-sounding name speaks Italian.","['We', 'take', 'issue', 'with', 'this', 'interpretation', 'and', 'argue', 'that', 'the', 'performance', 'of', 'BERT', 'is', 'partly', 'due', 'to', 'reasoning', 'about', '(', 'the', 'surface', 'form', 'of', ')', 'entity', 'names', ',', 'e.g.', ',', 'guessing', 'that', 'a', 'person', 'with', 'an', 'Italian', '-', 'sounding', 'name', 'speaks', 'Italian', '.']","(12, 13)","(72, 76)"
225,We take issue with,this interpretation,"and argue that the performance of BERT is partly due to reasoning about ( the surface form of ) entity names , e.g. , guessing that a person with an Italian - sounding name speaks Italian .",,,,,issue,issue,['take'],[],is,and,"['NOUN', 'ADP', 'NOUN']","['interpretation', 'with', 'issue']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,3,"We take issue with this interpretation and argue that the performance of BERT is partly due to reasoning about (the surface form of) entity names, e.g., guessing that a person with an Italian-sounding name speaks Italian.","['We', 'take', 'issue', 'with', 'this', 'interpretation', 'and', 'argue', 'that', 'the', 'performance', 'of', 'BERT', 'is', 'partly', 'due', 'to', 'reasoning', 'about', '(', 'the', 'surface', 'form', 'of', ')', 'entity', 'names', ',', 'e.g.', ',', 'guessing', 'that', 'a', 'person', 'with', 'an', 'Italian', '-', 'sounding', 'name', 'speaks', 'Italian', '.']","(4, 6)","(18, 37)"
226,"More specifically , we show that",BERT 's,precision drops dramatically when we filter certain easy - to - guess facts .,drops,"[""BERT 's precision""]",[],1.0,guess,guess,"['when we filter certain easy -', 'to', '-']","[""More specifically , we show that BERT 's precision drops dramatically facts"", '.']",filter,precision,"['PROPN', 'NOUN', 'VERB']","['BERT', 'precision', 'drops']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,4,"More specifically, we show that BERT's precision drops dramatically when we filter certain easy-to-guess facts.","['More', 'specifically', ',', 'we', 'show', 'that', 'BERT', ""'s"", 'precision', 'drops', 'dramatically', 'when', 'we', 'filter', 'certain', 'easy', '-', 'to', '-', 'guess', 'facts', '.']","(6, 8)","(32, 39)"
227,"As a remedy , we propose E - BERT , an extension of",BERT,that replaces entity mentions with symbolic entity embeddings .,propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],-1.0,propose,propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],replaces,that,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'extension']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,5,"As a remedy, we propose E-BERT, an extension of BERT that replaces entity mentions with symbolic entity embeddings.","['As', 'a', 'remedy', ',', 'we', 'propose', 'E', '-', 'BERT', ',', 'an', 'extension', 'of', 'BERT', 'that', 'replaces', 'entity', 'mentions', 'with', 'symbolic', 'entity', 'embeddings', '.']","(13, 14)","(51, 55)"
228,"As a remedy , we propose","E - BERT , an extension of BERT that replaces entity mentions with symbolic entity embeddings",.,propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],-1.0,propose,propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],,,"['NOUN', 'VERB']","['E', 'propose']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,5,"As a remedy, we propose E-BERT, an extension of BERT that replaces entity mentions with symbolic entity embeddings.","['As', 'a', 'remedy', ',', 'we', 'propose', 'E', '-', 'BERT', ',', 'an', 'extension', 'of', 'BERT', 'that', 'replaces', 'entity', 'mentions', 'with', 'symbolic', 'entity', 'embeddings', '.']","(6, 22)","(24, 117)"
229,E - BERT outperforms both,BERT,"and ERNIE ( Zhang et al . , 2019 ) on hard - to - guess queries .",,,,,BERT,BERT,['E - BERT outperforms'],"['ERNIE', '(', 'Zhang', 'et al . , 2019 ) on hard - to - guess queries .']",,and,['NOUN'],['BERT'],https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,6,"E-BERT outperforms both BERT and ERNIE (Zhang et al., 2019) on hard-to-guess queries.","['E', '-', 'BERT', 'outperforms', 'both', 'BERT', 'and', 'ERNIE', '(', 'Zhang', 'et', 'al', '.', ',', '2019', ')', 'on', 'hard', '-', 'to', '-', 'guess', 'queries', '.']","(5, 6)","(25, 29)"
230,,E - BERT,"outperforms both BERT and ERNIE ( Zhang et al . , 2019 ) on hard - to - guess queries .",,,,,BERT,BERT,['E - BERT outperforms'],"['ERNIE', '(', 'Zhang', 'et al . , 2019 ) on hard - to - guess queries .']",outperforms,outperforms,"['ADJ', 'NOUN']","['BERT', 'BERT']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,6,"E-BERT outperforms both BERT and ERNIE (Zhang et al., 2019) on hard-to-guess queries.","['E', '-', 'BERT', 'outperforms', 'both', 'BERT', 'and', 'ERNIE', '(', 'Zhang', 'et', 'al', '.', ',', '2019', ')', 'on', 'hard', '-', 'to', '-', 'guess', 'queries', '.']","(0, 3)","(0, 8)"
231,"We take this as evidence that E - BERT is richer in factual knowledge , and we show two ways of ensembling",BERT,and E - BERT,show,['we'],['two ways of ensembling BERT and E - BERT'],-1.0,take,take,['We'],['this'],,and,"['NOUN', 'ADP', 'NOUN']","['BERT', 'of', 'ways']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,7,"We take this as evidence that E-BERT is richer in factual knowledge, and we show two ways of ensembling BERT and E-BERT","['We', 'take', 'this', 'as', 'evidence', 'that', 'E', '-', 'BERT', 'is', 'richer', 'in', 'factual', 'knowledge', ',', 'and', 'we', 'show', 'two', 'ways', 'of', 'ensembling', 'BERT', 'and', 'E', '-', 'BERT']","(22, 23)","(106, 110)"
232,We take this as evidence that,E - BERT,"is richer in factual knowledge , and we show two ways of ensembling BERT and E - BERT",take,['We'],['this'],-1.0,take,take,['We'],['this'],is,is,"['ADJ', 'NOUN', 'SCONJ']","['richer', 'evidence', 'as']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,7,"We take this as evidence that E-BERT is richer in factual knowledge, and we show two ways of ensembling BERT and E-BERT","['We', 'take', 'this', 'as', 'evidence', 'that', 'E', '-', 'BERT', 'is', 'richer', 'in', 'factual', 'knowledge', ',', 'and', 'we', 'show', 'two', 'ways', 'of', 'ensembling', 'BERT', 'and', 'E', '-', 'BERT']","(6, 9)","(29, 37)"
233,"We take this as evidence that E - BERT is richer in factual knowledge , and we show two ways of ensembling BERT and",E - BERT,,show,['we'],['two ways of ensembling BERT and E - BERT'],-1.0,take,take,['We'],['this'],,,"['NOUN', 'NOUN', 'ADP']","['BERT', 'BERT', 'of']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,7,"We take this as evidence that E-BERT is richer in factual knowledge, and we show two ways of ensembling BERT and E-BERT","['We', 'take', 'this', 'as', 'evidence', 'that', 'E', '-', 'BERT', 'is', 'richer', 'in', 'factual', 'knowledge', ',', 'and', 'we', 'show', 'two', 'ways', 'of', 'ensembling', 'BERT', 'and', 'E', '-', 'BERT']","(24, 27)","(115, 123)"
234,,BERT,is Not a Knowledge Base (Yet): Factual Knowledge vs. Name-Based Reasoning in Unsupervised QA.,is,['BERT'],['Not a Knowledge Base ( Yet ) : Factual Knowledge vs. Name - Based Reasoning in Unsupervised QA'],1.0,is,is,['BERT'],['Not a Knowledge Base ( Yet ) : Factual Knowledge vs. Name - Based Reasoning in Unsupervised QA'],is,is,"['PROPN', 'AUX']","['BERT', 'is']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Title,0,BERT is Not a Knowledge Base (Yet): Factual Knowledge vs. Name-Based Reasoning in Unsupervised QA.,"['BERT', 'is', 'Not', 'a', 'Knowledge', 'Base', '(Yet):', 'Factual', 'Knowledge', 'vs.', 'Name-Based', 'Reasoning', 'in', 'Unsupervised', 'QA.']","(0, 1)","(0, 4)"
