,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_subj_allspans,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_verb_allspans,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
195,We present a method to represent input texts by contextualizing them jointly with dynamically retrieved textual encyclopedic background knowledge from multiple documents.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",present,0.0,3.0,10.0,3.0,10.0,"[(3, 10)]",['We'],['present'],,,,,,,,,,present,present,['We'],['a method to represent input texts by contextualizing them jointly with dynamically retrieved textual encyclopedic background knowledge from multiple documents .'],0,3,11,3,11,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Abstract,0,We present a method to represent input texts by contextualizing them jointly with dynamically retrieved textual encyclopedic background knowledge from multiple documents.,"['We', 'present', 'a', 'method', 'to', 'represent', 'input', 'texts', 'by', 'contextualizing', 'them', 'jointly', 'with', 'dynamically', 'retrieved', 'textual', 'encyclopedic', 'background', 'knowledge', 'from', 'multiple', 'documents.']",,,
196,We apply our method to reading comprehension tasks by encoding questions and passages together with background sentences about the entities they mention.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",apply,0.0,3.0,8.0,3.0,8.0,"[(3, 8)]",['We'],['apply'],,,,,,,,,,method,method,['We apply'],[],0,13,20,13,20,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Abstract,1,We apply our method to reading comprehension tasks by encoding questions and passages together with background sentences about the entities they mention.,"['We', 'apply', 'our', 'method', 'to', 'reading', 'comprehension', 'tasks', 'by', 'encoding', 'questions', 'and', 'passages', 'together', 'with', 'background', 'sentences', 'about', 'the', 'entities', 'they', 'mention.']",,,
197,We show that integrating background knowledge from text is effective for tasks focusing on factual reasoning and allows direct reuse of powerful pretrained BERT-style encoders.,,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,"[(0, 2)]",show,0.0,3.0,7.0,3.0,7.0,"[(3, 7)]",['We'],['show'],,,,,,,,,,BERT,BERT,"['We show that integrating background knowledge from text is effective for tasks focusing on factual reasoning and allows direct reuse of powerful style encoders .', 'pretrained']",['-'],0,156,161,156,161,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Abstract,2,We show that integrating background knowledge from text is effective for tasks focusing on factual reasoning and allows direct reuse of powerful pretrained BERT-style encoders.,"['We', 'show', 'that', 'integrating', 'background', 'knowledge', 'from', 'text', 'is', 'effective', 'for', 'tasks', 'focusing', 'on', 'factual', 'reasoning', 'and', 'allows', 'direct', 'reuse', 'of', 'powerful', 'pretrained', 'BERT-style', 'encoders.']",,,
198,"Moreover, knowledge integration can be further improved with suitable pretraining via a self-supervised masked language model objective over words in background-augmented input text.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",knowledge integration,0.0,11.0,32.0,11.0,32.0,"[(11, 20), (21, 32)]",can be improved,0.0,33.0,56.0,33.0,56.0,"[(33, 36), (37, 39), (48, 56)]","['knowledge', 'integration']","['can', 'be', 'improved']",,,,,,,,,,further,can be further,"['Moreover , knowledge integration']",['improved with suitable pretraining via a self - supervised masked language model objective over words in background - augmented input text'],0,33,48,33,48,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Abstract,3,"Moreover, knowledge integration can be further improved with suitable pretraining via a self-supervised masked language model objective over words in background-augmented input text.","['Moreover,', 'knowledge', 'integration', 'can', 'be', 'further', 'improved', 'with', 'suitable', 'pretraining', 'via', 'a', 'self-supervised', 'masked', 'language', 'model', 'objective', 'over', 'words', 'in', 'background-augmented', 'input', 'text.']",,,
199,"On TriviaQA, our approach obtains improvements of 1.6 to 3.1 F1 over comparable RoBERTa models which do not integrate background knowledge dynamically.",,,S,"['PP', ',', 'NP', 'VP', '.']",approach,0.0,18.0,26.0,18.0,26.0,"[(18, 26)]",obtains,0.0,27.0,34.0,27.0,34.0,"[(27, 34)]",['approach'],['obtains'],,,,,,,,,,obtains,obtains,[],['improvements of 1.6 to 3.1 F1 over comparable RoBERTa models which do not integrate background knowledge dynamically .'],0,27,35,27,35,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Abstract,4,"On TriviaQA, our approach obtains improvements of 1.6 to 3.1 F1 over comparable RoBERTa models which do not integrate background knowledge dynamically.","['On', 'TriviaQA,', 'our', 'approach', 'obtains', 'improvements', 'of', '1.6', 'to', '3.1', 'F1', 'over', 'comparable', 'RoBERTa', 'models', 'which', 'do', 'not', 'integrate', 'background', 'knowledge', 'dynamically.']",,,
200,"On MRQA, a large collection of diverse QA datasets, we see consistent gains in-domain along with large improvements out-of-domain on BioASQ (2.1 to 4.2 F1), TextbookQA (1.6 to 2.0 F1), and DuoRC (1.1 to 2.0 F1).",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,54.0,56.0,54.0,56.0,"[(54, 56)]",see,0.0,57.0,60.0,57.0,60.0,"[(57, 60)]",['we'],['see'],,,,,,,,,,see,see,['we'],"['consistent', 'gains in - domain along with large improvements out - of - domain on BioASQ ( 2.1 to 4.2 F1 ) , TextbookQA ( 1.6 to 2.0 F1 ) , and DuoRC ( 1.1 to 2.0 F1 ) .']",0,57,61,57,61,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Abstract,5,"On MRQA, a large collection of diverse QA datasets, we see consistent gains in-domain along with large improvements out-of-domain on BioASQ (2.1 to 4.2 F1), TextbookQA (1.6 to 2.0 F1), and DuoRC (1.1 to 2.0 F1).","['On', 'MRQA,', 'a', 'large', 'collection', 'of', 'diverse', 'QA', 'datasets,', 'we', 'see', 'consistent', 'gains', 'in-domain', 'along', 'with', 'large', 'improvements', 'out-of-domain', 'on', 'BioASQ', '(2.1', 'to', '4.2', 'F1),', 'TextbookQA', '(1.6', 'to', '2.0', 'F1),', 'and', 'DuoRC', '(1.1', 'to', '2.0', 'F1).']",,,
201,Contextualized Representations Using Textual Encyclopedic Knowledge.,,,S,"['NP', 'VP', '.']",Representations,0.0,15.0,30.0,15.0,30.0,"[(15, 30)]",Using,0.0,31.0,36.0,31.0,36.0,"[(31, 36)]",['Representations'],['Using'],,,,,,,,,,Representations,Representations,[],['Using Textual Encyclopedic Knowledge .'],0,15,31,15,31,,,,,https://www.semanticscholar.org/paper/Contextualized-Representations-Using-Textual-Joshi-Lee/612f49eb1da46668b30f051bd3abc3b8ff6cc7b9,24,Title,0,Contextualized Representations Using Textual Encyclopedic Knowledge.,"['Contextualized', 'Representations', 'Using', 'Textual', 'Encyclopedic', 'Knowledge.']",,,
202,"Models for reading comprehension (RC) commonly restrict their output space to the set of all single contiguous spans from the input, in order to alleviate the learning problem and avoid the need for a model that generates text explicitly.",,,S,"['NP', 'VP', '.']",Models,0.0,0.0,6.0,0.0,6.0,"[(0, 6)]",restrict,0.0,49.0,57.0,49.0,57.0,"[(49, 57)]",['Models'],['restrict'],,,,,,,,,,RC,RC,"['Models for reading', 'comprehension (']","[') commonly restrict their output space to the set of all single contiguous spans from the input , in order to alleviate the learning problem and avoid the need for a model that generates text explicitly .']",0,35,38,35,38,,,,,https://www.semanticscholar.org/paper/A-Simple-and-Effective-Model-for-Answering-Segal-Efrat/0e21b1f462703078fc7b0459209634ea4c9073ad,25,Abstract,0,"Models for reading comprehension (RC) commonly restrict their output space to the set of all single contiguous spans from the input, in order to alleviate the learning problem and avoid the need for a model that generates text explicitly.","['Models', 'for', 'reading', 'comprehension', '(RC)', 'commonly', 'restrict', 'their', 'output', 'space', 'to', 'the', 'set', 'of', 'all', 'single', 'contiguous', 'spans', 'from', 'the', 'input,', 'in', 'order', 'to', 'alleviate', 'the', 'learning', 'problem', 'and', 'avoid', 'the', 'need', 'for', 'a', 'model', 'that', 'generates', 'text', 'explicitly.']",,,
203,"However, forcing an answer to be a single span can be restrictive, and some recent datasets also include multi-span questions, i.e., questions whose answer is a set of non-contiguous spans in the text.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,[],and,0.0,69.0,72.0,69.0,72.0,"[(69, 72)]","['some', 'recent', 'datasets']","['forcing', 'be', 'can', 'be', 'include']",,,,,,,,,,restrictive,can be restrictive,"['However', ',', 'forcing']","['some recent datasets also include multi - span questions , i.e. , questions whose answer is a set of non - contiguous spans in the text']",0,48,67,48,67,,,,,https://www.semanticscholar.org/paper/A-Simple-and-Effective-Model-for-Answering-Segal-Efrat/0e21b1f462703078fc7b0459209634ea4c9073ad,25,Abstract,1,"However, forcing an answer to be a single span can be restrictive, and some recent datasets also include multi-span questions, i.e., questions whose answer is a set of non-contiguous spans in the text.","['However,', 'forcing', 'an', 'answer', 'to', 'be', 'a', 'single', 'span', 'can', 'be', 'restrictive,', 'and', 'some', 'recent', 'datasets', 'also', 'include', 'multi-span', 'questions,', 'i.e.,', 'questions', 'whose', 'answer', 'is', 'a', 'set', 'of', 'non-contiguous', 'spans', 'in', 'the', 'text.']",,,
204,"Naturally, models that return single spans cannot answer these questions.",,,S,"['ADVP', ',', 'NP', 'VP', '.']",models,0.0,12.0,18.0,12.0,18.0,"[(12, 18)]",can answer,0.0,44.0,58.0,44.0,58.0,"[(44, 47), (52, 58)]",['models'],"['can', 'answer']",,,,,,,,,,answer,can answer,"['Naturally', ', models that return single spans']",['these questions'],0,44,59,44,59,,,,,https://www.semanticscholar.org/paper/A-Simple-and-Effective-Model-for-Answering-Segal-Efrat/0e21b1f462703078fc7b0459209634ea4c9073ad,25,Abstract,2,"Naturally, models that return single spans cannot answer these questions.","['Naturally,', 'models', 'that', 'return', 'single', 'spans', 'cannot', 'answer', 'these', 'questions.']",,,
205,"In this work, we propose a simple architecture for answering multi-span questions by casting the task as a sequence tagging problem, namely, predicting for each input token whether it should be part of the output or not.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",propose,0.0,18.0,25.0,18.0,25.0,"[(18, 25)]",['we'],['propose'],,,,,,,,,,propose,propose,['we'],['a simple architecture'],0,18,26,18,26,,,,,https://www.semanticscholar.org/paper/A-Simple-and-Effective-Model-for-Answering-Segal-Efrat/0e21b1f462703078fc7b0459209634ea4c9073ad,25,Abstract,3,"In this work, we propose a simple architecture for answering multi-span questions by casting the task as a sequence tagging problem, namely, predicting for each input token whether it should be part of the output or not.","['In', 'this', 'work,', 'we', 'propose', 'a', 'simple', 'architecture', 'for', 'answering', 'multi-span', 'questions', 'by', 'casting', 'the', 'task', 'as', 'a', 'sequence', 'tagging', 'problem,', 'namely,', 'predicting', 'for', 'each', 'input', 'token', 'whether', 'it', 'should', 'be', 'part', 'of', 'the', 'output', 'or', 'not.']",,,
206,Our model substantially improves performance on span extraction questions from,DROP,and Quoref by 9.9 and 5.5 EM points respectively .,S,"['NP', 'VP', '.']",model,0.0,4.0,9.0,4.0,9.0,"[(4, 9)]",improves,0.0,24.0,32.0,24.0,32.0,"[(24, 32)]",['model'],['improves'],improves,['Our model'],[],-1.0,0.0,24.0,33.0,24.0,33.0,improves,improves,['Our model'],[],0,24,33,24,33,,and,"['PROPN', 'ADP', 'NOUN']","['DROP', 'from', 'questions']",https://www.semanticscholar.org/paper/A-Simple-and-Effective-Model-for-Answering-Segal-Efrat/0e21b1f462703078fc7b0459209634ea4c9073ad,25,Abstract,4,Our model substantially improves performance on span extraction questions from DROP and Quoref by 9.9 and 5.5 EM points respectively.,"['Our', 'model', 'substantially', 'improves', 'performance', 'on', 'span', 'extraction', 'questions', 'from', 'DROP', 'and', 'Quoref', 'by', '9.9', 'and', '5.5', 'EM', 'points', 'respectively', '.']","(10, 11)","(78, 82)",0.0
207,A Simple and Effective Model for Answering Multi-span Questions.,,,NP,"['NP', 'PP', '.']",A Model,0.0,0.0,28.0,0.0,28.0,"[(0, 1), (23, 28)]",,,,,,,[],"['A', 'Model']",[],,,,,,,,,,Simple,Simple,['A'],['Model for Answering Multi - span Questions .'],0,2,9,2,9,,,,,https://www.semanticscholar.org/paper/A-Simple-and-Effective-Model-for-Answering-Segal-Efrat/0e21b1f462703078fc7b0459209634ea4c9073ad,25,Title,0,A Simple and Effective Model for Answering Multi-span Questions.,"['A', 'Simple', 'and', 'Effective', 'Model', 'for', 'Answering', 'Multi-span', 'Questions.']",,,
208,"Complex, compositional reading comprehension datasets require performing latent sequential decisions that are learned via supervision from the final answer.",,,S,"['NP', 'VP', '.']",Complex compositional reading comprehension datasets,0.0,0.0,54.0,0.0,54.0,"[(0, 7), (10, 23), (24, 31), (32, 45), (46, 54)]",require,0.0,55.0,62.0,55.0,62.0,"[(55, 62)]","['Complex', 'compositional', 'reading', 'comprehension', 'datasets']","['require', 'performing']",,,,,,,,,,require,require,"['Complex', ', compositional reading comprehension datasets']",['performing latent sequential decisions that are learned via supervision from the final answer .'],0,55,63,55,63,,,,,https://www.semanticscholar.org/paper/Benefits-of-Intermediate-Annotations-in-Reading-Dua-Singh/f4874bd968b785cb9fceeccf26c333567a2b8dca,26,Abstract,0,"Complex, compositional reading comprehension datasets require performing latent sequential decisions that are learned via supervision from the final answer.","['Complex,', 'compositional', 'reading', 'comprehension', 'datasets', 'require', 'performing', 'latent', 'sequential', 'decisions', 'that', 'are', 'learned', 'via', 'supervision', 'from', 'the', 'final', 'answer.']",,,
209,"A large combinatorial space of possible decision paths that result in the same answer, compounded by the lack of intermediate supervision to help choose the right path, makes the learning particularly hard for this task.",,,S,"['NP', 'VP', '.']",A large combinatorial space,0.0,0.0,27.0,0.0,27.0,"[(0, 1), (2, 7), (8, 21), (22, 27)]",makes,0.0,171.0,176.0,171.0,176.0,"[(171, 176)]","['A', 'large', 'combinatorial', 'space']",['makes'],,,,,,,,,,paths,paths,['A large combinatorial space of'],"['that result in the same answer , compounded by the lack of intermediate supervision to help choose the right path , makes the learning particularly hard for this task .']",0,49,55,49,55,,,,,https://www.semanticscholar.org/paper/Benefits-of-Intermediate-Annotations-in-Reading-Dua-Singh/f4874bd968b785cb9fceeccf26c333567a2b8dca,26,Abstract,1,"A large combinatorial space of possible decision paths that result in the same answer, compounded by the lack of intermediate supervision to help choose the right path, makes the learning particularly hard for this task.","['A', 'large', 'combinatorial', 'space', 'of', 'possible', 'decision', 'paths', 'that', 'result', 'in', 'the', 'same', 'answer,', 'compounded', 'by', 'the', 'lack', 'of', 'intermediate', 'supervision', 'to', 'help', 'choose', 'the', 'right', 'path,', 'makes', 'the', 'learning', 'particularly', 'hard', 'for', 'this', 'task.']",,,
210,"In this work, we study the benefits of collecting intermediate reasoning supervision along with the answer during data collection.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,"[(15, 17)]",study,0.0,18.0,23.0,18.0,23.0,"[(18, 23)]",['we'],['study'],,,,,,,,,,study,study,"[',', 'we']","['the benefits of collecting intermediate reasoning supervision along with the answer during data collection', '.']",0,18,24,18,24,,,,,https://www.semanticscholar.org/paper/Benefits-of-Intermediate-Annotations-in-Reading-Dua-Singh/f4874bd968b785cb9fceeccf26c333567a2b8dca,26,Abstract,2,"In this work, we study the benefits of collecting intermediate reasoning supervision along with the answer during data collection.","['In', 'this', 'work,', 'we', 'study', 'the', 'benefits', 'of', 'collecting', 'intermediate', 'reasoning', 'supervision', 'along', 'with', 'the', 'answer', 'during', 'data', 'collection.']",,,
