,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,order_cluster
213,"We show that our model especially outperforms on low-resource languages, and works on codemixed input text without being explicitly trained on codemixed examples.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,show,0.0,3.0,7.0,3.0,7.0,['We'],['show'],,,,,,,,,,show,show,['We'],['.'],0,3,8,3,8,,,,,https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,2,"We show that our model especially outperforms on low-resource languages, and works on codemixed input text without being explicitly trained on codemixed examples.","['We', 'show', 'that', 'our', 'model', 'especially', 'outperforms', 'on', 'low-resource', 'languages,', 'and', 'works', 'on', 'codemixed', 'input', 'text', 'without', 'being', 'explicitly', 'trained', 'on', 'codemixed', 'examples.']",,,,58.0
214,We showcase the effectiveness of our method by reporting on part-of-speech tagging and morphological prediction on 70 treebanks and 48 languages,,,S,"['NP', 'VP']",We,0.0,0.0,2.0,0.0,2.0,showcase,0.0,3.0,11.0,3.0,11.0,['We'],['showcase'],,,,,,,,,,showcase,showcase,['We'],['the effectiveness of our method by reporting on part - of - speech tagging and morphological prediction on 70 treebanks and 48 languages'],0,3,12,3,12,,,,,https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Abstract,3,We showcase the effectiveness of our method by reporting on part-of-speech tagging and morphological prediction on 70 treebanks and 48 languages,"['We', 'showcase', 'the', 'effectiveness', 'of', 'our', 'method', 'by', 'reporting', 'on', 'part-of-speech', 'tagging', 'and', 'morphological', 'prediction', 'on', '70', 'treebanks', 'and', '48', 'languages']",,,,57.0
215,Small and Practical,BERT,Models for Sequence Labeling .,NP,"['NP', 'PP', '.']",BERT Models,1.0,20.0,31.0,0.0,11.0,,,,,,,"['BERT', 'Models']",[],,,,,,,,,,Small,Small,[],"['Practical Models for Sequence Labeling', 'BERT']",0,0,6,0,6,,Models,"['PROPN', 'ADJ']","['BERT', 'Small']",https://www.semanticscholar.org/paper/Small-and-Practical-BERT-Models-for-Sequence-Tsai-Riesa/2f9d4887d0022400fc40c774c4c78350c3bc5390,26,Title,0,Small and Practical BERT Models for Sequence Labeling.,"['Small', 'and', 'Practical', 'BERT', 'Models', 'for', 'Sequence', 'Labeling', '.']","(3, 4)","(19, 23)",0.0,187.0
216,"Recently , a simple combination of passage retrieval using off-the-shelf IR techniques and a",BERT,"reader was found to be very effective for question answering directly on Wikipedia , yielding a large improvement over the previous state of the art on a standard benchmark dataset .",S,"['ADVP', ',', 'NP', 'VP', '.']",a simple combination,0.0,11.0,31.0,11.0,31.0,was found,2.0,109.0,118.0,11.0,20.0,"['a', 'simple', 'combination']","['was', 'found', 'be', 'yielding']",using,[],"['off', '- the - shelf IR techniques and a BERT reader']",-1.0,0.0,53.0,59.0,53.0,59.0,found,was found,"['a simple combination of passage retrieval using off - the - shelf IR techniques and a BERT reader', 'Recently ,']","['to be very effective for question answering directly on Wikipedia , yielding a large improvement over the previous state of the art on a standard benchmark dataset']",2,109,119,11,21,was,reader,"['PROPN', 'NOUN', 'CCONJ']","['BERT', 'reader', 'and']",https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,0,"Recently, a simple combination of passage retrieval using off-the-shelf IR techniques and a BERT reader was found to be very effective for question answering directly on Wikipedia, yielding a large improvement over the previous state of the art on a standard benchmark dataset.","['Recently', ',', 'a', 'simple', 'combination', 'of', 'passage', 'retrieval', 'using', 'off-the-shelf', 'IR', 'techniques', 'and', 'a', 'BERT', 'reader', 'was', 'found', 'to', 'be', 'very', 'effective', 'for', 'question', 'answering', 'directly', 'on', 'Wikipedia', ',', 'yielding', 'a', 'large', 'improvement', 'over', 'the', 'previous', 'state', 'of', 'the', 'art', 'on', 'a', 'standard', 'benchmark', 'dataset', '.']","(14, 15)","(92, 96)",0.0,163.0
217,"In this paper, we present a data augmentation technique using distant supervision that exploits positive as well as negative examples.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,present,0.0,19.0,26.0,19.0,26.0,['we'],['present'],,,,,,,,,,present,present,"[',', 'we']","['a data augmentation technique', 'using distant supervision that exploits positive as well as negative examples .']",0,19,27,19,27,,,,,https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,1,"In this paper, we present a data augmentation technique using distant supervision that exploits positive as well as negative examples.","['In', 'this', 'paper,', 'we', 'present', 'a', 'data', 'augmentation', 'technique', 'using', 'distant', 'supervision', 'that', 'exploits', 'positive', 'as', 'well', 'as', 'negative', 'examples.']",,,,4.0
218,We apply a stage-wise approach to fine tuning,BERT,"on multiple datasets , starting with data that is `` furthest '' from the test data and ending with the `` closest '' .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,apply starting is and ending,0.0,3.0,148.0,3.0,148.0,['We'],"['apply', 'starting', 'is', 'ending']",,,,,,,,,,approach,approach,"['apply', 'a', 'stage', '-', 'wise']","[""that is ` ` furthest '' from the test data and ending with the ` ` closest '' .""]",0,24,33,24,33,starting,on,"['NOUN', 'NOUN', 'ADP']","['BERT', 'tuning', 'to']",https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,2,"We apply a stage-wise approach to fine tuning BERT on multiple datasets, starting with data that is ""furthest"" from the test data and ending with the ""closest"".","['We', 'apply', 'a', 'stage-wise', 'approach', 'to', 'fine', 'tuning', 'BERT', 'on', 'multiple', 'datasets', ',', 'starting', 'with', 'data', 'that', 'is', '``', 'furthest', ""''"", 'from', 'the', 'test', 'data', 'and', 'ending', 'with', 'the', '``', 'closest', ""''"", '.']","(8, 9)","(45, 49)",0.0,56.0
219,"Experimental results show large gains in effectiveness over previous approaches on English QA datasets, and we establish new baselines on two recent Chinese QA datasets",,,S,"['S', ',', 'CC', 'S']",,,,,,,and,0.0,105.0,108.0,105.0,108.0,"['Experimental', 'results', 'we']","['show', 'establish']",,,,,,,,,,show,show,"['Experimental', 'results']","['large gains in effectiveness over previous approaches on English QA datasets', 'and we establish new baselines on two recent Chinese QA datasets']",0,21,26,21,26,,,,,https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Abstract,3,"Experimental results show large gains in effectiveness over previous approaches on English QA datasets, and we establish new baselines on two recent Chinese QA datasets","['Experimental', 'results', 'show', 'large', 'gains', 'in', 'effectiveness', 'over', 'previous', 'approaches', 'on', 'English', 'QA', 'datasets,', 'and', 'we', 'establish', 'new', 'baselines', 'on', 'two', 'recent', 'Chinese', 'QA', 'datasets']",,,,
220,Data Augmentation for,BERT,Fine-Tuning in Open-Domain Question Answering .,NP,"['NP', 'HYPH', 'S', 'HYPH', 'NP', '.']",Data Augmentation Domain Question Answering,0.0,0.0,76.0,0.0,76.0,,,,,,,"['Data', 'Augmentation', 'Domain', 'Question', 'Answering']",['Tuning'],,,,,,,,,,Augmentation,Augmentation,[],[],0,5,18,5,18,,Fine-Tuning,"['PROPN', 'ADP', 'NOUN']","['BERT', 'for', 'Augmentation']",https://www.semanticscholar.org/paper/Data-Augmentation-for-BERT-Fine-Tuning-in-Question-Yang-Xie/f5eaf727b80240a13e9f631211c9ecec7e3b9feb,27,Title,0,Data Augmentation for BERT Fine-Tuning in Open-Domain Question Answering.,"['Data', 'Augmentation', 'for', 'BERT', 'Fine-Tuning', 'in', 'Open-Domain', 'Question', 'Answering', '.']","(3, 4)","(21, 25)",0.0,210.0
221,,The BERT language model ( LM ),"( Devlin et al . , 2019 ) is surprisingly good at answering cloze - style questions about relational facts .",S,"['NP', 'VP', '.']",The BERT language model LM Devlin et al .,1.0,0.0,47.0,0.0,47.0,is,2.0,57.0,59.0,26.0,28.0,"['The', 'BERT', 'language', 'model', 'LM', 'Devlin', 'et', 'al', '.']",['is'],,,,,,,,,,good,is good,"['The BERT language model ( LM ) ( Devlin et al . , 2019 )']",[],2,57,78,26,47,is,Devlin,"['NOUN', 'ADJ']","['model', 'good']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,0,"The BERT language model (LM) (Devlin et al., 2019) is surprisingly good at answering cloze-style questions about relational facts.","['The', 'BERT', 'language', 'model', '(', 'LM', ')', '(', 'Devlin', 'et', 'al', '.', ',', '2019', ')', 'is', 'surprisingly', 'good', 'at', 'answering', 'cloze', '-', 'style', 'questions', 'about', 'relational', 'facts', '.']","(0, 7)","(0, 30)",4.0,181.0
222,Petroni et al.,,,NP,"['NNP', 'NNP', 'NNP', '.']",Petroni et al,0.0,0.0,13.0,0.0,13.0,,,,,,,"['Petroni', 'et', 'al']",[],,,,,,,,,,Petroni,Petroni,[],['et al .'],0,0,8,0,8,,,,,https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,1,Petroni et al.,"['Petroni', 'et', 'al.']",,,,182.0
223,( 2019 ) take this as evidence that,BERT,memorizes factual knowledge during pre - training .,S,"['-LRB-', 'NP', '-RRB-', 'VP', '.']",,,,,,,take,0.0,9.0,13.0,9.0,13.0,[],['take'],,,,,,,,,,),),['( this as evidence that BERT memorizes factual knowledge during pre - training .'],[],0,7,9,7,9,memorizes,memorizes,"['PROPN', 'NOUN', 'SCONJ']","['BERT', 'evidence', 'as']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,2,(2019) take this as evidence that BERT memorizes factual knowledge during pre-training.,"['(', '2019', ')', 'take', 'this', 'as', 'evidence', 'that', 'BERT', 'memorizes', 'factual', 'knowledge', 'during', 'pre', '-', 'training', '.']","(8, 9)","(35, 39)",0.0,
224,( 2019 ) take this as,evidence that BERT memorizes factual knowledge during pre - training,.,S,"['-LRB-', 'NP', '-RRB-', 'VP', '.']",,,,,,,take,0.0,9.0,13.0,9.0,13.0,[],['take'],,,,,,,,,,),),['( this as evidence that BERT memorizes factual knowledge during pre - training .'],[],0,7,9,7,9,,,"['NOUN', 'SCONJ', 'PUNCT']","['evidence', 'as', '(']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,2,(2019) take this as evidence that BERT memorizes factual knowledge during pre-training.,"['(', '2019', ')', 'take', 'this', 'as', 'evidence', 'that', 'BERT', 'memorizes', 'factual', 'knowledge', 'during', 'pre', '-', 'training', '.']","(6, 16)","(21, 89)",14.0,
225,We take issue with this interpretation and argue that the performance of,BERT,"is partly due to reasoning about ( the surface form of ) entity names , e.g. , guessing that a person with an Italian - sounding name speaks Italian .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,take and argue,0.0,3.0,48.0,3.0,48.0,['We'],"['take', 'argue']",argue,[],[],-1.0,0.0,43.0,49.0,43.0,49.0,issue,issue,['take'],[],0,8,14,8,14,is,is,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'performance']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,3,"We take issue with this interpretation and argue that the performance of BERT is partly due to reasoning about (the surface form of) entity names, e.g., guessing that a person with an Italian-sounding name speaks Italian.","['We', 'take', 'issue', 'with', 'this', 'interpretation', 'and', 'argue', 'that', 'the', 'performance', 'of', 'BERT', 'is', 'partly', 'due', 'to', 'reasoning', 'about', '(', 'the', 'surface', 'form', 'of', ')', 'entity', 'names', ',', 'e.g.', ',', 'guessing', 'that', 'a', 'person', 'with', 'an', 'Italian', '-', 'sounding', 'name', 'speaks', 'Italian', '.']","(12, 13)","(72, 76)",0.0,55.0
226,We take issue with,this interpretation,"and argue that the performance of BERT is partly due to reasoning about ( the surface form of ) entity names , e.g. , guessing that a person with an Italian - sounding name speaks Italian .",S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,take and argue,0.0,3.0,48.0,3.0,48.0,['We'],"['take', 'argue']",,,,,,,,,,issue,issue,['take'],[],0,8,14,8,14,is,and,"['NOUN', 'ADP', 'NOUN']","['interpretation', 'with', 'issue']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,3,"We take issue with this interpretation and argue that the performance of BERT is partly due to reasoning about (the surface form of) entity names, e.g., guessing that a person with an Italian-sounding name speaks Italian.","['We', 'take', 'issue', 'with', 'this', 'interpretation', 'and', 'argue', 'that', 'the', 'performance', 'of', 'BERT', 'is', 'partly', 'due', 'to', 'reasoning', 'about', '(', 'the', 'surface', 'form', 'of', ')', 'entity', 'names', ',', 'e.g.', ',', 'guessing', 'that', 'a', 'person', 'with', 'an', 'Italian', '-', 'sounding', 'name', 'speaks', 'Italian', '.']","(4, 6)","(18, 37)",-1.0,54.0
227,"More specifically , we show that",BERT 's,precision drops dramatically when we filter certain easy - to - guess facts .,S,"['ADVP', ',', 'NP', 'VP', '.']",we,0.0,20.0,22.0,20.0,22.0,show,0.0,23.0,27.0,23.0,27.0,['we'],['show'],drops,"[""BERT 's precision""]",[],1.0,2.0,51.0,57.0,10.0,16.0,guess,guess,"['when we filter certain easy -', 'to', '-']","[""More specifically , we show that BERT 's precision drops dramatically facts"", '.']",2,105,111,64,70,filter,precision,"['PROPN', 'NOUN', 'VERB']","['BERT', 'precision', 'drops']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,4,"More specifically, we show that BERT's precision drops dramatically when we filter certain easy-to-guess facts.","['More', 'specifically', ',', 'we', 'show', 'that', 'BERT', ""'s"", 'precision', 'drops', 'dramatically', 'when', 'we', 'filter', 'certain', 'easy', '-', 'to', '-', 'guess', 'facts', '.']","(6, 8)","(32, 39)",0.0,3.0
228,"As a remedy , we propose E - BERT , an extension of",BERT,that replaces entity mentions with symbolic entity embeddings .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,14.0,16.0,14.0,16.0,propose,0.0,17.0,24.0,17.0,24.0,['we'],['propose'],propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],-1.0,0.0,17.0,25.0,17.0,25.0,propose,propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],0,17,25,17,25,replaces,that,"['PROPN', 'ADP', 'NOUN']","['BERT', 'of', 'extension']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,5,"As a remedy, we propose E-BERT, an extension of BERT that replaces entity mentions with symbolic entity embeddings.","['As', 'a', 'remedy', ',', 'we', 'propose', 'E', '-', 'BERT', ',', 'an', 'extension', 'of', 'BERT', 'that', 'replaces', 'entity', 'mentions', 'with', 'symbolic', 'entity', 'embeddings', '.']","(13, 14)","(51, 55)",0.0,2.0
229,"As a remedy , we propose","E - BERT , an extension of BERT that replaces entity mentions with symbolic entity embeddings",.,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,14.0,16.0,14.0,16.0,propose,0.0,17.0,24.0,17.0,24.0,['we'],['propose'],propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],-1.0,0.0,17.0,25.0,17.0,25.0,propose,propose,"['we', 'As a remedy']",['E - BERT an extension of BERT that replaces entity mentions with symbolic entity embeddings'],0,17,25,17,25,,,"['NOUN', 'VERB']","['E', 'propose']",https://www.semanticscholar.org/paper/BERT-is-Not-a-Knowledge-Base-(Yet)%3A-Factual-vs.-in-Poerner-Waltinger/9df6cc3bf35b70613abe95ad269ac74f169c9080,28,Abstract,5,"As a remedy, we propose E-BERT, an extension of BERT that replaces entity mentions with symbolic entity embeddings.","['As', 'a', 'remedy', ',', 'we', 'propose', 'E', '-', 'BERT', ',', 'an', 'extension', 'of', 'BERT', 'that', 'replaces', 'entity', 'mentions', 'with', 'symbolic', 'entity', 'embeddings', '.']","(6, 22)","(24, 117)",4.0,1.0
