,src,alignsegments,aligntypes,alignctypes
6856,middle aged men .,['middle aged men .'],['NP'],"[['JJ', 'JJ', 'NNS', '.']]"
6860,premature monkey ( Macaca nemestrina ) model of hyaline membrane disease ( HMD ) .,"['premature monkey ( Macaca nemestrina ) model', 'of', 'hyaline membrane disease ( HMD ) .']","['NP', 'PP', 'NP']","[['NNP', 'NNP', '-LRB-', 'NNP', 'NNP', '-RRB-', 'NN'], ['IN'], ['JJ', 'NN', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
6862,premature monkey ( Macaca nemestrina ) model of hyaline membrane disease ( HMD ) .,"['premature monkey ( Macaca nemestrina ) model', 'of', 'hyaline membrane disease ( HMD ) .']","['NP', 'PP', 'NP']","[['NNP', 'NNP', '-LRB-', 'NNP', 'NNP', '-RRB-', 'NN'], ['IN'], ['JJ', 'NN', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
6864,Twelve dams,['Twelve dams'],['NP'],"[['CD', 'NNS']]"
6866,Twelve dams,['Twelve dams'],['NP'],"[['CD', 'NNS']]"
6868,Twelve control animals,['Twelve control animals'],['NP'],"[['CD', 'NN', 'NNS']]"
6870,Twelve control animals,['Twelve control animals'],['NP'],"[['CD', 'NN', 'NNS']]"
6902,in this animal model ;,"['in', 'this animal model', ';']","['PP', 'NP', 'FRAG']","[['IN'], ['DT', 'NN', 'NN'], [':']]"
6910,the premature monkey :,['the premature monkey :'],['NP'],"[['DT', 'JJ', 'NN', ':']]"
6912,the premature monkey :,['the premature monkey :'],['NP'],"[['DT', 'JJ', 'NN', ':']]"
6915,previously untreated patients with prostatic cancer,"['previously untreated patients', 'with', 'prostatic cancer']","['NP', 'PP', 'NP']","[['RB', 'JJ', 'NNS'], ['IN'], ['JJ', 'NN']]"
6921,previously untreated patients with prostatic cancer,"['previously untreated patients', 'with', 'prostatic cancer']","['NP', 'PP', 'NP']","[['RB', 'JJ', 'NNS'], ['IN'], ['JJ', 'NN']]"
6933,patients with advanced disease no longer responsive to hormonal treatment,"['patients', 'with', 'advanced disease', 'no longer', 'responsive', 'to', 'hormonal treatment']","['NP', 'PP', 'NP', 'ADVP', 'ADJP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN'], ['RB', 'RB'], ['JJ'], ['IN'], ['JJ', 'NN']]"
6936,patients with advanced disease no longer responsive to hormonal treatment,"['patients', 'with', 'advanced disease', 'no longer', 'responsive', 'to', 'hormonal treatment']","['NP', 'PP', 'NP', 'ADVP', 'ADJP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN'], ['RB', 'RB'], ['JJ'], ['IN'], ['JJ', 'NN']]"
6943,prostatic cancer .,['prostatic cancer .'],['NP'],"[['JJ', 'NN', '.']]"
6944,prostatic cancer .,['prostatic cancer .'],['NP'],"[['JJ', 'NN', '.']]"
6945,One hundred and twenty patients presenting at Macquarie Hospital for admission,"['One hundred and twenty', 'patients', 'presenting', 'at', 'Macquarie Hospital', 'for', 'admission']","['QP', 'NP', 'VP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'CD', 'CC', 'CD'], ['NNS'], ['VBG'], ['IN'], ['NNP', 'NNP'], ['IN'], ['NN']]"
6946,One hundred and twenty patients presenting at Macquarie Hospital for admission,"['One hundred and twenty', 'patients', 'presenting', 'at', 'Macquarie Hospital', 'for', 'admission']","['QP', 'NP', 'VP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'CD', 'CC', 'CD'], ['NNS'], ['VBG'], ['IN'], ['NNP', 'NNP'], ['IN'], ['NN']]"
6959,psychiatric patients,['psychiatric patients'],['NP'],"[['JJ', 'NNS']]"
6961,psychiatric patients,['psychiatric patients'],['NP'],"[['JJ', 'NNS']]"
6973,95 patients with atherosclerotic disease .,"['95 patients', 'with', 'atherosclerotic disease .']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
6975,95 patients with atherosclerotic disease,"['95 patients', 'with', 'atherosclerotic disease']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN']]"
7044,360 ASA physical status I-III patients undergoing total abdominal hysterectomy ( TAH ) .,"['360 ASA physical status I - III patients', 'undergoing', 'total abdominal hysterectomy ( TAH ) .']","['NP', 'VP', 'NP']","[['CD', 'NNP', 'JJ', 'NN', 'NNP', 'HYPH', 'NNP', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NN', '-LRB-', 'NNP', '-RRB-', '.']]"
7047,360 ASA physical status I-III patients undergoing total abdominal hysterectomy ( TAH ),"['360 ASA physical status I - III patients', 'undergoing', 'total abdominal hysterectomy ( TAH )']","['NP', 'VP', 'NP']","[['CD', 'NNP', 'JJ', 'NN', 'NNP', 'HYPH', 'NNP', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NN', '-LRB-', 'NNP', '-RRB-']]"
7088,major gynecologic surgery .,['major gynecologic surgery .'],['NP'],"[['JJ', 'JJ', 'NN', '.']]"
7098,first-degree relatives of index breast cancer patients,"['first', '- degree relatives', 'of', 'index breast cancer patients']","['ADVP', 'NP', 'PP', 'NP']","[['JJ'], ['HYPH', 'NN', 'NNS'], ['IN'], ['NN', 'NN', 'NN', 'NNS']]"
7103,first-degree relatives of index breast cancer patients,"['first', '- degree relatives', 'of', 'index breast cancer patients']","['ADVP', 'NP', 'PP', 'NP']","[['JJ'], ['HYPH', 'NN', 'NNS'], ['IN'], ['NN', 'NN', 'NN', 'NNS']]"
7111,200 women aged 35 years and older who had a family history of breast cancer in a first-degree relative .,"['200 women', 'aged', '35 years and', 'older', 'who', 'had', 'a family history', 'of', 'breast cancer', 'in', 'a first - degree relative .']","['NP', 'VP', 'NP', 'ADJP', 'WHNP', 'VP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['VBN'], ['CD', 'NNS', 'CC'], ['JJR'], ['WP'], ['VBD'], ['DT', 'NN', 'NN'], ['IN'], ['NN', 'NN'], ['IN'], ['DT', 'JJ', 'HYPH', 'NN', 'NN', '.']]"
7112,200 women aged 35 years and older,"['200 women', 'aged', '35 years and older']","['NP', 'VP', 'NP']","[['CD', 'NNS'], ['VBN'], ['CD', 'NNS', 'CC', 'JJR']]"
7113,family history of breast cancer in a first-degree relative,"['family history', 'of', 'breast cancer in a first - degree relative']","['NP', 'PP', 'NP']","[['NN', 'NN'], ['IN'], ['NN', 'NN', 'IN', 'DT', 'JJ', 'HYPH', 'NN', 'NN']]"
7114,Women with a personal history of cancer were excluded .,"['Women', 'with', 'a personal history', 'of', 'cancer', 'were', 'excluded', '.']","['NP', 'PP', 'NP', 'PP', 'NP', 'VP', 'VP', 'S']","[['NNS'], ['IN'], ['DT', 'JJ', 'NN'], ['IN'], ['NN'], ['VBD'], ['VBN'], ['.']]"
7115,Women,['Women'],['NP'],[['NNS']]
7116,personal history of cancer,"['personal history', 'of', 'cancer']","['NP', 'PP', 'NP']","[['JJ', 'NN'], ['IN'], ['NN']]"
7143,patients suffering from post-operative pain after cholecystectomy .,"['patients', 'suffering from', 'post', '-', 'operative pain', 'after', 'cholecystectomy .']","['NP', 'VP', 'NP', 'VP', 'NP', 'PP', 'NP']","[['NNS'], ['VBG', 'IN'], ['JJ'], ['JJ'], ['JJ', 'NN'], ['IN'], ['NNP', '.']]"
7148,patients suffering from post-operative pain after cholecystectomy .,"['patients', 'suffering from', 'post', '-', 'operative pain', 'after', 'cholecystectomy .']","['NP', 'VP', 'NP', 'VP', 'NP', 'PP', 'NP']","[['NNS'], ['VBG', 'IN'], ['JJ'], ['JJ'], ['JJ', 'NN'], ['IN'], ['NNP', '.']]"
7155,99 patients with severe pain following surgery .,"['99 patients', 'with', 'severe pain', 'following', 'surgery .']","['NP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN'], ['VBG'], ['NN', '.']]"
7156,99 patients with severe pain following surgery,"['99 patients', 'with', 'severe pain', 'following', 'surgery']","['NP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN'], ['VBG'], ['NN']]"
7192,"Staphylococcus aureus mastitis , 37 Holstein cows","['Staphylococcus aureus mastitis , 37 Holstein cows']",['NP'],"[['NN', 'NN', 'NN', ',', 'CD', 'NNP', 'NNS']]"
7198,37 Holstein cows,['37 Holstein cows'],['NP'],"[['CD', 'NNP', 'NNS']]"
7221,Staphylococcus aureus mastitis .,['Staphylococcus aureus mastitis .'],['NP'],"[['NN', 'NN', 'NN', '.']]"
7225,elderly patients,['elderly patients'],['NP'],"[['JJ', 'NNS']]"
7228,elderly patients,['elderly patients'],['NP'],"[['JJ', 'NNS']]"
7231,in older patients .,"['in', 'older patients', '.']","['PP', 'NP', 'FRAG']","[['IN'], ['JJR', 'NNS'], ['.']]"
7233,older patients,['older patients'],['NP'],"[['JJR', 'NNS']]"
7234,Old Patients with Hypertension,"['Old Patients', 'with', 'Hypertension']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NNP']]"
7235,older patients ( > 60 years ) with both diastolic and isolated systolic hypertension .,"['older patients ( > 60 years )', 'with', 'both diastolic and isolated systolic hypertension .']","['NP', 'PP', 'NP']","[['JJR', 'NNS', '-LRB-', 'XX', 'CD', 'NNS', '-RRB-'], ['IN'], ['CC', 'JJ', 'CC', 'VBN', 'JJ', 'NN', '.']]"
7237,Old Patients with Hypertension,"['Old Patients', 'with', 'Hypertension']","['NP', 'PP', 'NP']","[['JJ', 'NNS'], ['IN'], ['NNP']]"
7238,older patients ( > 60 years ) with both diastolic and isolated systolic hypertension .,"['older patients ( > 60 years )', 'with', 'both diastolic and isolated systolic hypertension .']","['NP', 'PP', 'NP']","[['JJR', 'NNS', '-LRB-', 'XX', 'CD', 'NNS', '-RRB-'], ['IN'], ['CC', 'JJ', 'CC', 'VBN', 'JJ', 'NN', '.']]"
7239,older patients .,['older patients .'],['NP'],"[['JJR', 'NNS', '.']]"
7241,older individuals with hypertension .,"['older individuals', 'with', 'hypertension .']","['NP', 'PP', 'NP']","[['JJR', 'NNS'], ['IN'], ['NN', '.']]"
7244,older individuals with hypertension .,"['older individuals', 'with', 'hypertension .']","['NP', 'PP', 'NP']","[['JJR', 'NNS'], ['IN'], ['NN', '.']]"
7252,dyspnoeic patients .,['dyspnoeic patients .'],['NP'],"[['NNP', 'NNS', '.']]"
7253,100 consecutive patients .,['100 consecutive patients .'],['NP'],"[['CD', 'JJ', 'NNS', '.']]"
7266,patients with severe pulmonary disease ;,"['patients', 'with', 'severe pulmonary disease ;']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'JJ', 'NN', '.']]"
7280,School districts,['School districts'],['NP'],"[['NN', 'NNS']]"
7283,School districts,['School districts'],['NP'],"[['NN', 'NNS']]"
7298,patients with previously undetected anxiety,"['patients', 'with', 'previously undetected', 'anxiety']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['RB', 'JJ'], ['NN']]"
7302,patients with previously undetected anxiety,"['patients', 'with', 'previously undetected', 'anxiety']","['NP', 'PP', 'ADJP', 'NP']","[['NNS'], ['IN'], ['RB', 'JJ'], ['NN']]"
7307,"573 patients who had unrecognized and untreated anxiety identified from the approximately 8,000 patients who completed the waiting room screening questionnaire .","['573 patients', 'who', 'had', 'unrecognized and untreated', 'anxiety', 'identified', 'from', 'the', 'approximately 8,000', 'patients', 'who', 'completed', 'the waiting room screening questionnaire .']","['NP', 'WHNP', 'VP', 'ADJP', 'NP', 'VP', 'PP', 'NP', 'QP', 'NP', 'WHNP', 'VP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['JJ', 'CC', 'JJ'], ['NN'], ['VBN'], ['IN'], ['DT'], ['RB', 'CD'], ['NNS'], ['WP'], ['VBD'], ['DT', 'NN', 'NN', 'NN', 'NN', '.']]"
7308,573 patients who had unrecognized and untreated anxiety,"['573 patients', 'who', 'had', 'unrecognized and untreated', 'anxiety']","['NP', 'WHNP', 'VP', 'ADJP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['JJ', 'CC', 'JJ'], ['NN']]"
7321,primary care patients with untreated anxiety .,"['primary care patients', 'with', 'untreated anxiety .']","['NP', 'PP', 'NP']","[['JJ', 'NN', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
7323,primary care patients with untreated anxiety .,"['primary care patients', 'with', 'untreated anxiety .']","['NP', 'PP', 'NP']","[['JJ', 'NN', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
7338,20 patients undergoing lateral thoracotomy for lung resection,"['20 patients', 'undergoing', 'lateral thoracotomy', 'for', 'lung resection']","['NP', 'VP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['VBG'], ['JJ', 'NN'], ['IN'], ['NN', 'NN']]"
7381,patients undergoing lateral thoracotomy,"['patients', 'undergoing', 'lateral thoracotomy']","['NP', 'VP', 'NP']","[['NNS'], ['VBG'], ['JJ', 'NN']]"
7386,post-thoracotomy,['post - thoracotomy'],['NP'],"[['JJ', 'JJ', 'JJ']]"
7391,47 healthy women undergoing elective ambulatory surgery .,"['47 healthy women', 'undergoing', 'elective ambulatory surgery .']","['NP', 'VP', 'NP']","[['CD', 'JJ', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NN', '.']]"
7394,47 healthy women undergoing elective ambulatory surgery,"['47 healthy women', 'undergoing', 'elective ambulatory surgery']","['NP', 'VP', 'NP']","[['CD', 'JJ', 'NNS'], ['VBG'], ['JJ', 'NNP', 'NN']]"
7397,women,['women'],['NP'],[['NNS']]
7400,women,['women'],['NP'],[['NNS']]
7427,outpatient surgery .,['outpatient surgery .'],['NP'],"[['NN', 'NN', '.']]"
7430,outpatient surgery .,['outpatient surgery .'],['NP'],"[['NN', 'NN', '.']]"
7442,"90 patients who had aortic , mitral , and/or tricuspid valve replacement with Sorin Bicarbon or CarboMedics bileaflet prostheses .","['90 patients', 'who', 'had', 'aortic', ', mitral , and/or tricuspid valve replacement', 'with', 'Sorin Bicarbon or CarboMedics bileaflet prostheses .']","['NP', 'WHNP', 'VP', 'ADJP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['JJ'], [',', 'JJ', ',', 'CC', 'JJ', 'NN', 'NN'], ['IN'], ['NNP', 'NNP', 'CC', 'NNP', 'NN', 'NNS', '.']]"
7444,"90 patients who had aortic , mitral , and/or tricuspid valve replacement with Sorin Bicarbon or CarboMedics bileaflet prostheses","['90 patients', 'who', 'had', 'aortic', ', mitral , and/or tricuspid valve replacement', 'with', 'Sorin Bicarbon or CarboMedics bileaflet prostheses']","['NP', 'WHNP', 'VP', 'ADJP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['WP'], ['VBD'], ['JJ'], [',', 'JJ', ',', 'CC', 'JJ', 'NN', 'NN'], ['IN'], ['NNP', 'NNP', 'CC', 'NNP', 'NN', 'NNS']]"
7471,82 patients having postoperative epidural analgesia,"['82 patients', 'having', 'postoperative epidural analgesia']","['NP', 'VP', 'NP']","[['CD', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NNP']]"
7474,82 patients having postoperative epidural analgesia,"['82 patients', 'having', 'postoperative epidural analgesia']","['NP', 'VP', 'NP']","[['CD', 'NNS'], ['VBG'], ['JJ', 'JJ', 'NNP']]"
7494,drug-free adult patients with autistic disorder .,"['drug - free adult patients', 'with', 'autistic disorder .']","['NP', 'PP', 'NP']","[['NN', 'HYPH', 'JJ', 'NN', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
7497,drug-free adult patients with autistic disorder .,"['drug - free adult patients', 'with', 'autistic disorder .']","['NP', 'PP', 'NP']","[['NN', 'HYPH', 'JJ', 'NN', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
7498,"Twenty drug-free adults with autistic disorder ( 16 men and 4 women ) ( mean [ +/- SD ] age , 30.5 +/- 8.5 years )","['Twenty drug - free adults', 'with', 'autistic disorder ( 16 men and 4 women ) ( mean [ + /- SD ] age , 30.5 + /- 8.5 years )']","['NP', 'PP', 'NP']","[['CD', 'NN', 'HYPH', 'JJ', 'NNS'], ['IN'], ['JJ', 'NN', '-LRB-', 'CD', 'NNS', 'CC', 'CD', 'NNS', '-RRB-', '-LRB-', 'JJ', '-LRB-', 'SYM', '.', 'NN', '-RRB-', 'NN', ',', 'CD', 'SYM', '.', 'CD', 'NNS', '-RRB-']]"
7500,Twenty drug-free adults with autistic disorder,"['Twenty drug - free adults', 'with', 'autistic disorder']","['NP', 'PP', 'NP']","[['CD', 'NN', 'HYPH', 'JJ', 'NNS'], ['IN'], ['JJ', 'NN']]"
7501,16 men and 4 women,['16 men and 4 women'],['NP'],"[['CD', 'NNS', 'CC', 'CD', 'NNS']]"
7502,"mean [ +/- SD ] age , 30.5 +/- 8.5 years","['mean [ + /- SD ] age , 30.5 + /- 8.5 years']",['NP'],"[['NNP', '-LRB-', 'SYM', '.', 'NN', '-RRB-', 'NN', ',', 'CD', 'SYM', '.', 'CD', 'NNS']]"
7536,patients with autism .,"['patients', 'with', 'autism .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', '.']]"
7537,patients with autism .,"['patients', 'with', 'autism .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NN', '.']]"
7541,drug-free adults with autistic disorder .,"['drug - free adults', 'with', 'autistic disorder .']","['NP', 'PP', 'NP']","[['NN', 'HYPH', 'JJ', 'NNS'], ['IN'], ['JJ', 'NN', '.']]"
7543,drug-free adults,['drug - free adults'],['NP'],"[['NN', 'HYPH', 'JJ', 'NNS']]"
7544,autistic disorder,['autistic disorder'],['NP'],"[['JJ', 'NN']]"
7549,Thirty adults with autistic disorder,"['Thirty adults', 'with', 'autistic disorder']","['NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN']]"
7552,Thirty adults,['Thirty adults'],['NP'],"[['CD', 'NNS']]"
7553,autistic disorder,['autistic disorder'],['NP'],"[['JJ', 'NN']]"
7585,autistic disorder in adults .,"['autistic disorder', 'in', 'adults .']","['NP', 'PP', 'NP']","[['JJ', 'NN'], ['IN'], ['NNS', '.']]"
7594,adults with autistic disorder .,"['adults', 'with', 'autistic disorder .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '.']]"
7596,adults with autistic disorder .,"['adults', 'with', 'autistic disorder .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', '.']]"
7600,patients with multivessel coronary artery disease,"['patients', 'with', 'multivessel coronary artery disease']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP', 'JJ', 'NN', 'NN']]"
7603,patients with multivessel coronary artery disease,"['patients', 'with', 'multivessel coronary artery disease']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['NNP', 'JJ', 'NN', 'NN']]"
7611,"4,244 BARI randomized and registry study participants with follow-up ECGs received at the Core ECG Laboratory as of March 1995","['4,244 BARI', 'randomized', 'and registry study participants with', 'follow', '-', 'up ECGs', 'received', 'at', 'the Core ECG Laboratory', 'as', 'of', 'March 1995']","['S', 'ADJP', 'S', 'VP', 'S', 'NP', 'VP', 'PP', 'NP', 'PP', 'PP', 'NP']","[['CD', 'NNP'], ['JJ'], ['CC', 'NN', 'NN', 'NNS', 'IN'], ['VB'], ['HYPH'], ['NN', 'NNS'], ['VBN'], ['IN'], ['DT', 'NNP', 'NNP', 'NNP'], ['IN'], ['IN'], ['NNP', 'CD']]"
7613,"4,244","['4,244']",['NP'],[['LS']]
7614,registry study participants with follow-up ECGs received at the Core ECG Laboratory as of March 1995,"['registry study participants', 'with', 'follow', '- up ECGs', 'received', 'at', 'the Core ECG Laboratory', 'as', 'of', 'March 1995']","['NP', 'PP', 'VP', 'NP', 'VP', 'PP', 'NP', 'PP', 'PP', 'NP']","[['NN', 'NN', 'NNS'], ['IN'], ['VB'], ['HYPH', 'NN', 'NNS'], ['VBN'], ['IN'], ['DT', 'NNP', 'NNP', 'NNP'], ['IN'], ['IN'], ['NNP', 'CD']]"
7626,youth substance abuse prevention program,['youth substance abuse prevention program'],['NP'],"[['NN', 'NN', 'NNP', 'NNP', 'NN']]"
7629,prevention program,['prevention program'],['NP'],"[['NNP', 'NN']]"
7635,in elderly patients .,"['in', 'elderly patients', '.']","['PP', 'NP', 'FRAG']","[['IN'], ['JJ', 'NNS'], ['.']]"
7640,elderly patients,['elderly patients'],['NP'],"[['JJ', 'NNS']]"
7645,Eighty-five ASA grade I or II patients ( aged 60-89 yr ) for elective total hip replacement,"['Eighty - five ASA grade I or II patients (', 'aged', '60 - 89 yr', ')', 'for', 'elective total hip replacement']","['NP', 'VP', 'NP', 'VP', 'PP', 'NP']","[['CD', 'HYPH', 'CD', 'NNP', 'NN', 'PRP', 'CC', 'NNP', 'NNS', '-LRB-'], ['VBN'], ['CD', 'SYM', 'CD', 'NN'], ['-RRB-'], ['IN'], ['JJ', 'JJ', 'NN', 'NN']]"
7649,Eighty-five ASA grade I or II patients ( aged 60-89 yr ) for elective total hip replacement,"['Eighty - five ASA grade I or II patients (', 'aged', '60 - 89 yr', ')', 'for', 'elective total hip replacement']","['NP', 'VP', 'NP', 'VP', 'PP', 'NP']","[['CD', 'HYPH', 'CD', 'NNP', 'NN', 'PRP', 'CC', 'NNP', 'NNS', '-LRB-'], ['VBN'], ['CD', 'SYM', 'CD', 'NN'], ['-RRB-'], ['IN'], ['JJ', 'JJ', 'NN', 'NN']]"
7670,elderly patients undergoing elective procedures,"['elderly patients', 'undergoing', 'elective procedures']","['NP', 'VP', 'NP']","[['JJ', 'NNS'], ['VBG'], ['JJ', 'NNS']]"
7675,elderly patients undergoing elective procedures,"['elderly patients', 'undergoing', 'elective procedures']","['NP', 'VP', 'NP']","[['JJ', 'NNS'], ['VBG'], ['JJ', 'NNS']]"
7680,in the elderly :,"['in', 'the elderly', ':']","['PP', 'NP', 'PP']","[['IN'], ['DT', 'JJ'], [':']]"
7683,the elderly,['the elderly'],['NP'],"[['DT', 'JJ']]"
7693,69 patients,['69 patients'],['NP'],"[['CD', 'NNS']]"
7694,69 patients,['69 patients'],['NP'],"[['CD', 'NNS']]"
7706,acute allergic conjunctivitis ],['acute allergic conjunctivitis ]'],['NP'],"[['JJ', 'JJ', 'NN', '-RRB-']]"
7709,acute allergic conjunctivitis ],['acute allergic conjunctivitis ]'],['NP'],"[['JJ', 'JJ', 'NN', '-RRB-']]"
7713,patients with alcoholic liver disease .,"['patients', 'with', 'alcoholic liver disease .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
7716,patients with alcoholic liver disease .,"['patients', 'with', 'alcoholic liver disease .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
7718,"Fifty patients with alcoholic liver disease ( 27 with cirrhosis , 23 without cirrhosis )","['Fifty patients', 'with', 'alcoholic liver disease ( 27', 'with', 'cirrhosis , 23', 'without', 'cirrhosis )']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN', 'NN', '-LRB-', 'CD'], ['IN'], ['NN', ',', 'CD'], ['IN'], ['NN', '-RRB-']]"
7721,"Fifty patients with alcoholic liver disease ( 27 with cirrhosis , 23 without cirrhosis )","['Fifty patients', 'with', 'alcoholic liver disease ( 27', 'with', 'cirrhosis , 23', 'without', 'cirrhosis )']","['NP', 'PP', 'NP', 'PP', 'NP', 'PP', 'NP']","[['CD', 'NNS'], ['IN'], ['JJ', 'NN', 'NN', '-LRB-', 'CD'], ['IN'], ['NN', ',', 'CD'], ['IN'], ['NN', '-RRB-']]"
7727,15 healthy controls .,['15 healthy controls .'],['NP'],"[['CD', 'JJ', 'NNS', '.']]"
7729,15 healthy controls,['15 healthy controls'],['NP'],"[['CD', 'JJ', 'NNS']]"
7752,patients with alcoholic liver disease .,"['patients', 'with', 'alcoholic liver disease .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
7754,patients with alcoholic liver disease .,"['patients', 'with', 'alcoholic liver disease .']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', '.']]"
7756,patients with alcoholic liver disease -- a,"['patients', 'with', 'alcoholic liver disease --', 'a']","['NP', 'PP', 'NP', 'X']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN', ':'], ['XX']]"
7760,patients with alcoholic liver disease,"['patients', 'with', 'alcoholic liver disease']","['NP', 'PP', 'NP']","[['NNS'], ['IN'], ['JJ', 'NN', 'NN']]"
