,split_0,split_1,split_2,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index,split_anchor_type,ID,Type,Index,ann_section,ann_source,order_cluster
6894,Accelerated production of surface active material ( SAM ) phospholipids in infants from,dexamethasone-treated,"dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(13, 14)","(87, 108)",-1,hl_i,6920252,Abstract,6,test,gold,
6895,Accelerated,production of surface active material ( SAM ) phospholipids,"in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(1, 10)","(11, 70)",-1,hl_o,6920252,Abstract,6,test,gold,4677.0
6896,Accelerated production of surface active material ( SAM ) phospholipids in infants from dexamethasone-treated dams was indicated by increases in,total lung phospholipid,"( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(20, 23)","(144, 167)",-1,hl_o,6920252,Abstract,6,test,gold,3175.0
6897,"Accelerated production of surface active material ( SAM ) phospholipids in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) ,",alveolar lavage fluid phospholipid,"( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and alveolar lavage fluid disaturated phosphatidylcholine ( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(41, 45)","(241, 275)",-1,hl_o,6920252,Abstract,6,test,gold,6803.0
6898,"Accelerated production of surface active material ( SAM ) phospholipids in infants from dexamethasone-treated dams was indicated by increases in total lung phospholipid ( 84.5 +/- 8.1 mg/g dry lung versus 75.1 +/- 9.9 , p less than 0.025 ) , alveolar lavage fluid phospholipid ( 5.65 +/- 3.33 mg/g dry lung versus 3.01 +/- 1.84 , p less than 0.05 ) , and",alveolar lavage fluid disaturated phosphatidylcholine,"( DPC ) ( 2.47 +/- 1.84 mg/g dry lung versus 1.06 +/- 1.05 , p less than 0.05 ) .","['Accelerated', 'production', 'of', 'surface', 'active', 'material', '(', 'SAM', ')', 'phospholipids', 'in', 'infants', 'from', 'dexamethasone-treated', 'dams', 'was', 'indicated', 'by', 'increases', 'in', 'total', 'lung', 'phospholipid', '(', '84.5', '+/-', '8.1', 'mg/g', 'dry', 'lung', 'versus', '75.1', '+/-', '9.9', ',', 'p', 'less', 'than', '0.025', ')', ',', 'alveolar', 'lavage', 'fluid', 'phospholipid', '(', '5.65', '+/-', '3.33', 'mg/g', 'dry', 'lung', 'versus', '3.01', '+/-', '1.84', ',', 'p', 'less', 'than', '0.05', ')', ',', 'and', 'alveolar', 'lavage', 'fluid', 'disaturated', 'phosphatidylcholine', '(', 'DPC', ')', '(', '2.47', '+/-', '1.84', 'mg/g', 'dry', 'lung', 'versus', '1.06', '+/-', '1.05', ',', 'p', 'less', 'than', '0.05', ')', '.']","(64, 69)","(354, 407)",-1,hl_o,6920252,Abstract,6,test,gold,6801.0
6899,Incorporation of 14C-palmitate into lung lipid was not influenced by,dexamethasone,", but a significantly greater portion of the label appeared in the DPC fraction with treatment .","['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(10, 11)","(68, 81)",-1,ss_i,6920252,Abstract,7,test,gold,5119.0
6900,Incorporation of,14C-palmitate,"into lung lipid was not influenced by dexamethasone , but a significantly greater portion of the label appeared in the DPC fraction with treatment .","['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(2, 3)","(16, 29)",-1,ss_o,6920252,Abstract,7,test,gold,
6901,Incorporation of 14C-palmitate into,lung lipid,"was not influenced by dexamethasone , but a significantly greater portion of the label appeared in the DPC fraction with treatment .","['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(4, 6)","(35, 45)",-1,ss_o,6920252,Abstract,7,test,gold,3172.0
6902,"Incorporation of 14C-palmitate into lung lipid was not influenced by dexamethasone , but a significantly greater portion of the label appeared in the",DPC fraction,with treatment .,"['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(23, 25)","(149, 161)",-1,ss_o,6920252,Abstract,7,test,gold,1148.0
6903,Incorporation of 14C-palmitate into lung lipid was not influenced by,dexamethasone,", but a significantly greater portion of the label appeared in the DPC fraction with treatment .","['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(10, 11)","(68, 81)",-1,hl_i,6920252,Abstract,7,test,gold,5118.0
6904,Incorporation of,14C-palmitate,"into lung lipid was not influenced by dexamethasone , but a significantly greater portion of the label appeared in the DPC fraction with treatment .","['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(2, 3)","(16, 29)",-1,hl_o,6920252,Abstract,7,test,gold,
6905,Incorporation of 14C-palmitate into,lung lipid,"was not influenced by dexamethasone , but a significantly greater portion of the label appeared in the DPC fraction with treatment .","['Incorporation', 'of', '14C-palmitate', 'into', 'lung', 'lipid', 'was', 'not', 'influenced', 'by', 'dexamethasone', ',', 'but', 'a', 'significantly', 'greater', 'portion', 'of', 'the', 'label', 'appeared', 'in', 'the', 'DPC', 'fraction', 'with', 'treatment', '.']","(4, 6)","(35, 45)",-1,hl_o,6920252,Abstract,7,test,gold,3173.0
6906,Antenatal dexamethasone treatment was successful in reducing the incidence and severity of experimental HMD,in this animal model ;,"the beneficial effects of treatment were associated with accelerated maturation of fetal pulmonary functions , including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(14, 19)","(107, 129)",-1,ss_p,6920252,Abstract,8,test,gold,954.0
6907,Antenatal,dexamethasone,"treatment was successful in reducing the incidence and severity of experimental HMD in this animal model ; the beneficial effects of treatment were associated with accelerated maturation of fetal pulmonary functions , including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(1, 2)","(9, 22)",-1,ss_i,6920252,Abstract,8,test,gold,5117.0
6908,Antenatal dexamethasone treatment was successful in reducing the,incidence and severity of experimental HMD,"in this animal model ; the beneficial effects of treatment were associated with accelerated maturation of fetal pulmonary functions , including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(8, 14)","(64, 106)",-1,ss_o,6920252,Abstract,8,test,gold,3341.0
6909,Antenatal dexamethasone treatment was successful in reducing the incidence and severity of experimental HMD in this animal model ; the beneficial,effects,"of treatment were associated with accelerated maturation of fetal pulmonary functions , including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(21, 22)","(145, 152)",-1,ss_o,6920252,Abstract,8,test,gold,2375.0
6910,Antenatal dexamethasone treatment was successful in reducing the incidence and severity of experimental HMD in this animal model ; the beneficial effects of treatment were associated with accelerated maturation of,fetal pulmonary functions,", including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(30, 33)","(213, 238)",-1,ss_o,6920252,Abstract,8,test,gold,3142.0
6911,Antenatal,dexamethasone,"treatment was successful in reducing the incidence and severity of experimental HMD in this animal model ; the beneficial effects of treatment were associated with accelerated maturation of fetal pulmonary functions , including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(1, 2)","(9, 22)",-1,hl_i,6920252,Abstract,8,test,gold,5116.0
6912,Antenatal dexamethasone treatment was successful in reducing the,incidence and severity of experimental HMD,"in this animal model ; the beneficial effects of treatment were associated with accelerated maturation of fetal pulmonary functions , including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(8, 14)","(64, 106)",-1,hl_o,6920252,Abstract,8,test,gold,3342.0
6913,Antenatal dexamethasone treatment was successful in reducing the incidence and severity of experimental HMD in this animal model ; the beneficial effects of treatment were associated with accelerated maturation of,fetal pulmonary functions,", including , but not limited to , synthetic metabolism of SAM phospholipid .","['Antenatal', 'dexamethasone', 'treatment', 'was', 'successful', 'in', 'reducing', 'the', 'incidence', 'and', 'severity', 'of', 'experimental', 'HMD', 'in', 'this', 'animal', 'model', ';', 'the', 'beneficial', 'effects', 'of', 'treatment', 'were', 'associated', 'with', 'accelerated', 'maturation', 'of', 'fetal', 'pulmonary', 'functions', ',', 'including', ',', 'but', 'not', 'limited', 'to', ',', 'synthetic', 'metabolism', 'of', 'SAM', 'phospholipid', '.']","(30, 33)","(213, 238)",-1,hl_o,6920252,Abstract,8,test,gold,3143.0
6914,EORTC protocols in,prostatic cancer .,,"['EORTC', 'protocols', 'in', 'prostatic', 'cancer', '.']","(3, 6)","(18, 36)",-1,ss_p,6938020,Title,0,test,gold,6886.0
6915,EORTC protocols in,prostatic cancer .,,"['EORTC', 'protocols', 'in', 'prostatic', 'cancer', '.']","(3, 6)","(18, 36)",-1,hl_p,6938020,Title,0,test,gold,6887.0
6916,An interim report .,,,"['An', 'interim', 'report', '.']",,,,,6938020,Abstract,0,test,gold,
6917,Two parallel prospective randomized studies have been undertaken by the EORTC Urological Group in,previously untreated patients with prostatic cancer,"in order to compare low dose Stilboestrol versus Cyproterone acetate versus Medroxyprogesterone acetate in the first trial , and Stilboestrol versus Estracyt in the second trial .","['Two', 'parallel', 'prospective', 'randomized', 'studies', 'have', 'been', 'undertaken', 'by', 'the', 'EORTC', 'Urological', 'Group', 'in', 'previously', 'untreated', 'patients', 'with', 'prostatic', 'cancer', 'in', 'order', 'to', 'compare', 'low', 'dose', 'Stilboestrol', 'versus', 'Cyproterone', 'acetate', 'versus', 'Medroxyprogesterone', 'acetate', 'in', 'the', 'first', 'trial', ',', 'and', 'Stilboestrol', 'versus', 'Estracyt', 'in', 'the', 'second', 'trial', '.']","(14, 20)","(97, 148)",-1,ss_p,6938020,Abstract,1,test,gold,6843.0
6918,Two parallel prospective randomized studies have been undertaken by the EORTC Urological Group in previously untreated patients with prostatic cancer in order to compare low dose,Stilboestrol,"versus Cyproterone acetate versus Medroxyprogesterone acetate in the first trial , and Stilboestrol versus Estracyt in the second trial .","['Two', 'parallel', 'prospective', 'randomized', 'studies', 'have', 'been', 'undertaken', 'by', 'the', 'EORTC', 'Urological', 'Group', 'in', 'previously', 'untreated', 'patients', 'with', 'prostatic', 'cancer', 'in', 'order', 'to', 'compare', 'low', 'dose', 'Stilboestrol', 'versus', 'Cyproterone', 'acetate', 'versus', 'Medroxyprogesterone', 'acetate', 'in', 'the', 'first', 'trial', ',', 'and', 'Stilboestrol', 'versus', 'Estracyt', 'in', 'the', 'second', 'trial', '.']","(26, 27)","(178, 190)",-1,ss_i,6938020,Abstract,1,test,gold,
