,split_0,split_1,split_2,c_senttype,c_sentparts,c_subj_full,c_subj_split,c_subj_span0,c_subj_span1,c_subj_cspan0,c_subj_cspan1,c_verb_full,c_verb_split,c_verb_span0,c_verb_span1,c_verb_cspan0,c_verb_cspan1,c_subj_list,c_verb_list,d_averb,d_averb_s,d_averb_o,d_averb_relation,d_averb_split,d_averb_span0,d_averb_span1,d_averb_cspan0,d_averb_cspan1,d_root,d_root_full,d_root_s,d_root_o,d_root_split,d_root_span0,d_root_span1,d_root_cspan0,d_root_cspan1,fverb,fword,d_apos,d_apos_w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span,split_anchor_indices,within_anchor_index
396,"We use it to evaluate n-gram , LSTM , and Transformer (",GPT-2,and Transformer-XL ) LMs .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,use,0.0,3.0,6.0,3.0,6.0,['We'],"['use', 'evaluate']",,,,,,,,,,XL,XL,"['We use it to evaluate n - gram , LSTM , and', 'Transformer ( GPT-2 and', 'Transformer', '-']",[') LMs'],2,82,85,20,23,,and,"['PROPN', 'PROPN']","['GPT-2', 'XL']",https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,3,"We use it to evaluate n-gram, LSTM, and Transformer (GPT-2 and Transformer-XL) LMs.","['We', 'use', 'it', 'to', 'evaluate', 'n-gram', ',', 'LSTM', ',', 'and', 'Transformer', '(', 'GPT-2', 'and', 'Transformer-XL', ')', 'LMs', '.']","(12, 13)","(55, 60)",0.0
397,"We find that state-of-the-art models identify morphological contrasts reliably, but they struggle with semantic restrictions on the distribution of quantifiers and negative polarity items and subtle syntactic phenomena such as extraction islands.",,,S,"['S', ',', 'CC', 'S', '.']",,,,,,,but,0.0,87.0,90.0,87.0,90.0,"['We', 'they']","['find', 'identify', 'struggle']",,,,,,,,,,as,as,['subtle syntactic phenomena'],"['We find that state - of - the - art models identify morphological contrasts reliably , but they struggle with semantic restrictions on the distribution of quantifiers and negative polarity items and extraction .', 'islands']",0,231,234,231,234,,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Abstract,4,"We find that state-of-the-art models identify morphological contrasts reliably, but they struggle with semantic restrictions on the distribution of quantifiers and negative polarity items and subtle syntactic phenomena such as extraction islands.","['We', 'find', 'that', 'state-of-the-art', 'models', 'identify', 'morphological', 'contrasts', 'reliably,', 'but', 'they', 'struggle', 'with', 'semantic', 'restrictions', 'on', 'the', 'distribution', 'of', 'quantifiers', 'and', 'negative', 'polarity', 'items', 'and', 'subtle', 'syntactic', 'phenomena', 'such', 'as', 'extraction', 'islands.']",,,
398,BLiMP: A Benchmark of Linguistic Minimal Pairs for English.,,,NP,"['NP', ':', 'NP', '.']",BLiMP A Benchmark Linguistic Minimal Pairs,0.0,0.0,47.0,0.0,47.0,,,,,,,"['BLiMP', 'A', 'Benchmark', 'Linguistic', 'Minimal', 'Pairs']",[],,,,,,,,,,BLiMP,BLiMP,[],"[':', 'A Benchmark of Linguistic Minimal Pairs for English']",0,0,6,0,6,,,,,https://www.semanticscholar.org/paper/BLiMP%3A-A-Benchmark-of-Linguistic-Minimal-Pairs-for-Warstadt-Parrish/df2efe221442c41cebd69c3663602dc04f250f84,42,Title,0,BLiMP: A Benchmark of Linguistic Minimal Pairs for English.,"['BLiMP:', 'A', 'Benchmark', 'of', 'Linguistic', 'Minimal', 'Pairs', 'for', 'English.']",,,
399,"A stereotype is an over-generalized belief about a particular group of people, e.g., Asians are good at math or Asians are bad drivers.",,,S,"['NP', 'VP', '.']",A stereotype,0.0,0.0,12.0,0.0,12.0,is,0.0,13.0,15.0,13.0,15.0,"['A', 'stereotype']",['is'],,,,,,,,,,is,is,['A stereotype'],"['an', 'over - generalized', 'belief about a particular group of people , e.g. , Asians are good at math or Asians are bad drivers .']",0,13,16,13,16,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,0,"A stereotype is an over-generalized belief about a particular group of people, e.g., Asians are good at math or Asians are bad drivers.","['A', 'stereotype', 'is', 'an', 'over-generalized', 'belief', 'about', 'a', 'particular', 'group', 'of', 'people,', 'e.g.,', 'Asians', 'are', 'good', 'at', 'math', 'or', 'Asians', 'are', 'bad', 'drivers.']",,,
400,Such beliefs (biases) are known to hurt target groups.,,,S,"['NP', 'VP', '.']",Such beliefs biases,0.0,0.0,21.0,0.0,21.0,are known,0.0,24.0,33.0,24.0,33.0,"['Such', 'beliefs', 'biases']","['are', 'known', 'hurt']",,,,,,,,,,known,are known,['Such beliefs ( biases )'],[],0,24,34,24,34,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,1,Such beliefs (biases) are known to hurt target groups.,"['Such', 'beliefs', '(biases)', 'are', 'known', 'to', 'hurt', 'target', 'groups.']",,,
401,"Since pretrained language models are trained on large real world data, they are known to capture stereotypical biases.",,,S,"['SBAR', ',', 'NP', 'VP', '.']",they,0.0,72.0,76.0,72.0,76.0,are known,0.0,77.0,86.0,77.0,86.0,['they'],"['are', 'known', 'capture']",,,,,,,,,,trained,trained,"['Since pretrained language models', 'are']",['they are known to capture stereotypical biases'],0,37,45,37,45,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,2,"Since pretrained language models are trained on large real world data, they are known to capture stereotypical biases.","['Since', 'pretrained', 'language', 'models', 'are', 'trained', 'on', 'large', 'real', 'world', 'data,', 'they', 'are', 'known', 'to', 'capture', 'stereotypical', 'biases.']",,,
402,"In order to assess the adverse effects of these models, it is important to quantify the bias captured in them.",,,S,"['SBAR', ',', 'NP', 'VP', '.']",it,0.0,57.0,59.0,57.0,59.0,is,0.0,60.0,62.0,60.0,62.0,['it'],"['is', 'quantify']",,,,,,,,,,important,is important,['it'],"['to quantify', 'the bias captured in them']",0,60,73,60,73,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,3,"In order to assess the adverse effects of these models, it is important to quantify the bias captured in them.","['In', 'order', 'to', 'assess', 'the', 'adverse', 'effects', 'of', 'these', 'models,', 'it', 'is', 'important', 'to', 'quantify', 'the', 'bias', 'captured', 'in', 'them.']",,,
403,Existing literature on quantifying bias evaluates pretrained language models on a small set of artificially constructed bias-assessing sentences.,,,S,"['NP', 'VP', '.']",literature,0.0,9.0,19.0,9.0,19.0,evaluates,0.0,40.0,49.0,40.0,49.0,['literature'],['evaluates'],,,,,,,,,,literature,literature,[],[],0,9,20,9,20,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,4,Existing literature on quantifying bias evaluates pretrained language models on a small set of artificially constructed bias-assessing sentences.,"['Existing', 'literature', 'on', 'quantifying', 'bias', 'evaluates', 'pretrained', 'language', 'models', 'on', 'a', 'small', 'set', 'of', 'artificially', 'constructed', 'bias-assessing', 'sentences.']",,,
404,"We present StereoSet, a large-scale natural dataset in English to measure stereotypical biases in four domains: gender, profession, race, and religion.",,,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,present,0.0,3.0,10.0,3.0,10.0,['We'],['present'],,,,,,,,,,race,race,"['We present StereoSet , a large - scale natural dataset in English to measure stereotypical biases in four domains : gender , profession', ',']","[',', 'religion']",0,138,143,138,143,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,5,"We present StereoSet, a large-scale natural dataset in English to measure stereotypical biases in four domains: gender, profession, race, and religion.","['We', 'present', 'StereoSet,', 'a', 'large-scale', 'natural', 'dataset', 'in', 'English', 'to', 'measure', 'stereotypical', 'biases', 'in', 'four', 'domains:', 'gender,', 'profession,', 'race,', 'and', 'religion.']",,,
405,We evaluate,"popular models like BERT , GPT-2 , RoBERTa , and XLNet",on our dataset and show that these models exhibit strong stereotypical biases .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,evaluate and show,0.0,3.0,90.0,3.0,90.0,['We'],"['evaluate', 'show']",,,,,,,,,,models,models,['We evaluate'],[],1,20,27,8,15,exhibit,on,['NOUN'],['models'],https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,6,"We evaluate popular models like BERT, GPT-2, RoBERTa, and XLNet on our dataset and show that these models exhibit strong stereotypical biases.","['We', 'evaluate', 'popular', 'models', 'like', 'BERT', ',', 'GPT-2', ',', 'RoBERTa', ',', 'and', 'XLNet', 'on', 'our', 'dataset', 'and', 'show', 'that', 'these', 'models', 'exhibit', 'strong', 'stereotypical', 'biases', '.']","(2, 13)","(11, 65)",27.0
406,"We evaluate popular models like BERT , GPT-2 , RoBERTa , and XLNet on our dataset and show that",these models,exhibit strong stereotypical biases .,S,"['NP', 'VP', '.']",We,0.0,0.0,2.0,0.0,2.0,evaluate and show,0.0,3.0,90.0,3.0,90.0,['We'],"['evaluate', 'show']",exhibit,['these models'],['strong stereotypical biases'],1.0,2.0,109.0,117.0,0.0,8.0,models,models,['We evaluate'],[],0,20,27,20,27,exhibit,exhibit,"['NOUN', 'VERB', 'VERB']","['models', 'exhibit', 'show']",https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,6,"We evaluate popular models like BERT, GPT-2, RoBERTa, and XLNet on our dataset and show that these models exhibit strong stereotypical biases.","['We', 'evaluate', 'popular', 'models', 'like', 'BERT', ',', 'GPT-2', ',', 'RoBERTa', ',', 'and', 'XLNet', 'on', 'our', 'dataset', 'and', 'show', 'that', 'these', 'models', 'exhibit', 'strong', 'stereotypical', 'biases', '.']","(19, 21)","(95, 107)",-1.0
407,We also present a leaderboard with a hidden test set to track the bias of future language models at this https URL,,,S,"['NP', 'ADVP', 'VP']",We,0.0,0.0,2.0,0.0,2.0,present,0.0,8.0,15.0,8.0,15.0,['We'],['present'],,,,,,,,,,present,present,"['We', 'also']",['a leaderboard with a hidden test set to track the bias of future language models at this https URL'],0,8,16,8,16,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Abstract,7,We also present a leaderboard with a hidden test set to track the bias of future language models at this https URL,"['We', 'also', 'present', 'a', 'leaderboard', 'with', 'a', 'hidden', 'test', 'set', 'to', 'track', 'the', 'bias', 'of', 'future', 'language', 'models', 'at', 'this', 'https', 'URL']",,,
408,StereoSet: Measuring stereotypical bias in pretrained language models.,,,NP,"['NP', ':', 'S', '.']",StereoSet,0.0,0.0,9.0,0.0,9.0,,,,,,,['StereoSet'],['Measuring'],,,,,,,,,,StereoSet,StereoSet,[],[': Measuring stereotypical bias in pretrained language models'],0,0,10,0,10,,,,,https://www.semanticscholar.org/paper/StereoSet%3A-Measuring-stereotypical-bias-in-language-Nadeem-Bethke/babeda48b10a4d638252118f2238d05a06f4ec55,43,Title,0,StereoSet: Measuring stereotypical bias in pretrained language models.,"['StereoSet:', 'Measuring', 'stereotypical', 'bias', 'in', 'pretrained', 'language', 'models.']",,,
409,Advanced neural language models (NLMs) are widely used in sequence generation tasks because they are able to produce fluent and meaningful sentences.,,,S,"['NP', 'VP', '.']",Advanced neural language models NLMs,0.0,0.0,38.0,0.0,38.0,are used,0.0,41.0,56.0,41.0,56.0,"['Advanced', 'neural', 'language', 'models', 'NLMs']","['are', 'used']",,,,,,,,,,used,used,['Advanced neural language models ( NLMs ) are'],[],0,52,57,52,57,,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,0,Advanced neural language models (NLMs) are widely used in sequence generation tasks because they are able to produce fluent and meaningful sentences.,"['Advanced', 'neural', 'language', 'models', '(NLMs)', 'are', 'widely', 'used', 'in', 'sequence', 'generation', 'tasks', 'because', 'they', 'are', 'able', 'to', 'produce', 'fluent', 'and', 'meaningful', 'sentences.']",,,
410,"They can also be used to generate fake reviews, which can then be used to attack online review systems and influence the buying decisions of online shoppers.",,,S,"['NP', 'VP', '.']",They,0.0,0.0,4.0,0.0,4.0,can be used,0.0,5.0,21.0,5.0,21.0,['They'],"['can', 'be', 'used', 'generate']",,,,,,,,,,used,can be used,['They'],"['to generate fake reviews which can then be used to attack online review systems and influence the buying decisions of online shoppers', ',', '.']",0,5,22,5,22,,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,1,"They can also be used to generate fake reviews, which can then be used to attack online review systems and influence the buying decisions of online shoppers.","['They', 'can', 'also', 'be', 'used', 'to', 'generate', 'fake', 'reviews,', 'which', 'can', 'then', 'be', 'used', 'to', 'attack', 'online', 'review', 'systems', 'and', 'influence', 'the', 'buying', 'decisions', 'of', 'online', 'shoppers.']",,,
411,"To perform such attacks, it is necessary for experts to train a tailored LM for a specific topic.",,,S,"['S', ',', 'NP', 'VP', '.']",it,0.0,26.0,28.0,26.0,28.0,is,0.0,29.0,31.0,29.0,31.0,['it'],"['perform', 'is']",,,,,,,,,,necessary,To is necessary,['it'],['for experts to train a tailored LM for a specific topic'],0,0,42,0,42,,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,2,"To perform such attacks, it is necessary for experts to train a tailored LM for a specific topic.","['To', 'perform', 'such', 'attacks,', 'it', 'is', 'necessary', 'for', 'experts', 'to', 'train', 'a', 'tailored', 'LM', 'for', 'a', 'specific', 'topic.']",,,
412,"In this work, we show that a low-skilled threat model can be built just by combining publicly available LMs and show that the produced fake reviews can fool both humans and machines.",,,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,15.0,17.0,15.0,17.0,show,0.0,18.0,22.0,18.0,22.0,['we'],['show'],,,,,,,,,,show,show,"[',', 'we']",[],0,18,23,18,23,,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,3,"In this work, we show that a low-skilled threat model can be built just by combining publicly available LMs and show that the produced fake reviews can fool both humans and machines.","['In', 'this', 'work,', 'we', 'show', 'that', 'a', 'low-skilled', 'threat', 'model', 'can', 'be', 'built', 'just', 'by', 'combining', 'publicly', 'available', 'LMs', 'and', 'show', 'that', 'the', 'produced', 'fake', 'reviews', 'can', 'fool', 'both', 'humans', 'and', 'machines.']",,,
413,"In particular , we use the",GPT,-2 NLM to generate a large number of high-quality reviews based on a review with the desired sentiment and then using a BERT based text classifier ( with accuracy of 96 % ) to filter out reviews with undesired sentiments .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,use,0.0,19.0,22.0,19.0,22.0,['we'],"['use', 'generate', 'based', 'using', 'filter']",use,"[',', 'we']",['the GPT -2 NLM'],-1.0,0.0,19.0,23.0,19.0,23.0,use,use,"[',', 'we']",['the GPT -2 NLM'],0,19,23,19,23,generate,2,"['PROPN', 'PROPN', 'VERB']","['GPT', 'NLM', 'use']",https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,4,"In particular, we use the GPT-2 NLM to generate a large number of high-quality reviews based on a review with the desired sentiment and then using a BERT based text classifier (with accuracy of 96%) to filter out reviews with undesired sentiments.","['In', 'particular', ',', 'we', 'use', 'the', 'GPT', '-2', 'NLM', 'to', 'generate', 'a', 'large', 'number', 'of', 'high-quality', 'reviews', 'based', 'on', 'a', 'review', 'with', 'the', 'desired', 'sentiment', 'and', 'then', 'using', 'a', 'BERT', 'based', 'text', 'classifier', '(', 'with', 'accuracy', 'of', '96', '%', ')', 'to', 'filter', 'out', 'reviews', 'with', 'undesired', 'sentiments', '.']","(6, 7)","(26, 29)",0.0
414,"In particular , we use the",GPT-2,NLM to generate a large number of high-quality reviews based on a review with the desired sentiment and then using a BERT based text classifier ( with accuracy of 96 % ) to filter out reviews with undesired sentiments .,S,"['PP', ',', 'NP', 'VP', '.']",we,0.0,16.0,18.0,16.0,18.0,use,0.0,19.0,22.0,19.0,22.0,['we'],"['use', 'generate', 'filter']",use,"[',', 'we']",['the GPT-2 NLM'],-1.0,0.0,19.0,23.0,19.0,23.0,use,use,"[',', 'we']",['the GPT-2 NLM'],0,19,23,19,23,generate,NLM,"['PROPN', 'PROPN', 'VERB']","['GPT-2', 'NLM', 'use']",https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,4,"In particular, we use the GPT-2 NLM to generate a large number of high-quality reviews based on a review with the desired sentiment and then using a BERT based text classifier (with accuracy of 96%) to filter out reviews with undesired sentiments.","['In', 'particular', ',', 'we', 'use', 'the', 'GPT-2', 'NLM', 'to', 'generate', 'a', 'large', 'number', 'of', 'high-quality', 'reviews', 'based', 'on', 'a', 'review', 'with', 'the', 'desired', 'sentiment', 'and', 'then', 'using', 'a', 'BERT', 'based', 'text', 'classifier', '(', 'with', 'accuracy', 'of', '96', '%', ')', 'to', 'filter', 'out', 'reviews', 'with', 'undesired', 'sentiments', '.']","(6, 7)","(26, 31)",0.0
