,split_0,split_1,split_2,averb,averb-s,averb-o,averb-relation,root,root-full,root-s,root-o,fverb,fword,apos,apos-w,URL,ID,Type,Index,Text,split_tokens,split_anchor_span
375,"Three countermeasures, Grover, GLTR, and OpenAI GPT-2 detector, were found to be difficult to accurately detect fake review.",,,,,,,found,were found,"['Three countermeasures , Grover , GLTR , and OpenAI GPT-2 detector ,']",[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Abstract,8,"Three countermeasures, Grover, GLTR, and OpenAI GPT-2 detector, were found to be difficult to accurately detect fake review.","['Three', 'countermeasures,', 'Grover,', 'GLTR,', 'and', 'OpenAI', 'GPT-2', 'detector,', 'were', 'found', 'to', 'be', 'difficult', 'to', 'accurately', 'detect', 'fake', 'review.']",
376,Generating Sentiment-Preserving Fake Online Reviews Using Neural Language Models and Their Human- and Machine-based Detection.,,,,,,,Reviews,Reviews,[],[],,,,,https://www.semanticscholar.org/paper/Generating-Sentiment-Preserving-Fake-Online-Reviews-Adelani-Mai/432eb11c275a4891e06c144a9854bb0db63973c1,44,Title,0,Generating Sentiment-Preserving Fake Online Reviews Using Neural Language Models and Their Human- and Machine-based Detection.,"['Generating', 'Sentiment-Preserving', 'Fake', 'Online', 'Reviews', 'Using', 'Neural', 'Language', 'Models', 'and', 'Their', 'Human-', 'and', 'Machine-based', 'Detection.']",
377,"Neural dialogue models, despite their successes, still suffer from lack of relevance, diversity, and in many cases coherence in their generated responses.",,,,,,,suffer,suffer,"['Neural dialogue models , despite their successes ,']",[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,0,"Neural dialogue models, despite their successes, still suffer from lack of relevance, diversity, and in many cases coherence in their generated responses.","['Neural', 'dialogue', 'models,', 'despite', 'their', 'successes,', 'still', 'suffer', 'from', 'lack', 'of', 'relevance,', 'diversity,', 'and', 'in', 'many', 'cases', 'coherence', 'in', 'their', 'generated', 'responses.']",
378,"These issues can attributed to reasons including (1) short-range model architectures that capture limited temporal dependencies, (2) limitations of the maximum likelihood training objective, (3) the concave entropy profile of dialogue datasets resulting in short and generic responses, and (4) the out-of-vocabulary problem leading to generation of a large number of tokens.",,,,,,,leading,leading,[],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,1,"These issues can attributed to reasons including (1) short-range model architectures that capture limited temporal dependencies, (2) limitations of the maximum likelihood training objective, (3) the concave entropy profile of dialogue datasets resulting in short and generic responses, and (4) the out-of-vocabulary problem leading to generation of a large number of tokens.","['These', 'issues', 'can', 'attributed', 'to', 'reasons', 'including', '(1)', 'short-range', 'model', 'architectures', 'that', 'capture', 'limited', 'temporal', 'dependencies,', '(2)', 'limitations', 'of', 'the', 'maximum', 'likelihood', 'training', 'objective,', '(3)', 'the', 'concave', 'entropy', 'profile', 'of', 'dialogue', 'datasets', 'resulting', 'in', 'short', 'and', 'generic', 'responses,', 'and', '(4)', 'the', 'out-of-vocabulary', 'problem', 'leading', 'to', 'generation', 'of', 'a', 'large', 'number', 'of', 'tokens.']",
379,"On the other hand, transformer-based models such as GPT-2 have demonstrated an excellent ability to capture long-range structures in language modeling tasks.",,,,,,,demonstrated,have demonstrated,"['the other hand ,', 'transformer - based models such as GPT-2']",[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,2,"On the other hand, transformer-based models such as GPT-2 have demonstrated an excellent ability to capture long-range structures in language modeling tasks.","['On', 'the', 'other', 'hand,', 'transformer-based', 'models', 'such', 'as', 'GPT-2', 'have', 'demonstrated', 'an', 'excellent', 'ability', 'to', 'capture', 'long-range', 'structures', 'in', 'language', 'modeling', 'tasks.']",
380,"In this paper, we present DLGNet, a transformer-based model for dialogue modeling.",,,,,,,present,present,['we'],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,3,"In this paper, we present DLGNet, a transformer-based model for dialogue modeling.","['In', 'this', 'paper,', 'we', 'present', 'DLGNet,', 'a', 'transformer-based', 'model', 'for', 'dialogue', 'modeling.']",
381,We specifically examine the use of DLGNet for multi-turn dialogue response generation.,,,,,,,specifically,specifically,['We'],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,4,We specifically examine the use of DLGNet for multi-turn dialogue response generation.,"['We', 'specifically', 'examine', 'the', 'use', 'of', 'DLGNet', 'for', 'multi-turn', 'dialogue', 'response', 'generation.']",
382,"In our experiments, we evaluate DLGNet on the open-domain Movie Triples dataset and the closed-domain Ubuntu Dialogue dataset.",,,,,,,evaluate,evaluate,['we'],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,5,"In our experiments, we evaluate DLGNet on the open-domain Movie Triples dataset and the closed-domain Ubuntu Dialogue dataset.","['In', 'our', 'experiments,', 'we', 'evaluate', 'DLGNet', 'on', 'the', 'open-domain', 'Movie', 'Triples', 'dataset', 'and', 'the', 'closed-domain', 'Ubuntu', 'Dialogue', 'dataset.']",
383,"DLGNet models, although trained with only the maximum likelihood objective, achieve significant improvements over state-of-the-art multi-turn dialogue models.",,,,,,,models,models,[],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,6,"DLGNet models, although trained with only the maximum likelihood objective, achieve significant improvements over state-of-the-art multi-turn dialogue models.","['DLGNet', 'models,', 'although', 'trained', 'with', 'only', 'the', 'maximum', 'likelihood', 'objective,', 'achieve', 'significant', 'improvements', 'over', 'state-of-the-art', 'multi-turn', 'dialogue', 'models.']",
384,"They also produce best performance to date on the two datasets based on several metrics, including BLEU, ROUGE, and distinct n-gram.",,,,,,,produce,produce,['They'],"['best performance to date on the two datasets based on several metrics , including BLEU , ROUGE , and distinct n - gram']",,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,7,"They also produce best performance to date on the two datasets based on several metrics, including BLEU, ROUGE, and distinct n-gram.","['They', 'also', 'produce', 'best', 'performance', 'to', 'date', 'on', 'the', 'two', 'datasets', 'based', 'on', 'several', 'metrics,', 'including', 'BLEU,', 'ROUGE,', 'and', 'distinct', 'n-gram.']",
385,Our analysis shows that the performance improvement is mostly due to the combination of (1) the long-range transformer architecture with (2) the injection of random informative paddings.,,,,,,,shows,shows,['Our analysis'],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,8,Our analysis shows that the performance improvement is mostly due to the combination of (1) the long-range transformer architecture with (2) the injection of random informative paddings.,"['Our', 'analysis', 'shows', 'that', 'the', 'performance', 'improvement', 'is', 'mostly', 'due', 'to', 'the', 'combination', 'of', '(1)', 'the', 'long-range', 'transformer', 'architecture', 'with', '(2)', 'the', 'injection', 'of', 'random', 'informative', 'paddings.']",
386,"Other contributing factors include the joint modeling of dialogue context and response, and the 100% tokenization coverage from the byte pair encoding (BPE).",,,,,,,include,include,"['Other', 'contributing', 'factors']",['the joint modeling of dialogue context and response'],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Abstract,9,"Other contributing factors include the joint modeling of dialogue context and response, and the 100% tokenization coverage from the byte pair encoding (BPE).","['Other', 'contributing', 'factors', 'include', 'the', 'joint', 'modeling', 'of', 'dialogue', 'context', 'and', 'response,', 'and', 'the', '100%', 'tokenization', 'coverage', 'from', 'the', 'byte', 'pair', 'encoding', '(BPE).']",
387,DLGNet: A Transformer-based Model for Dialogue Response Generation.,,,,,,,DLGNet,DLGNet,[],[],,,,,https://www.semanticscholar.org/paper/DLGNet%3A-A-Transformer-based-Model-for-Dialogue-Oluwatobi-Mueller/329f0d88e67b6e9179aa667f5d8d40d9bf45a5be,45,Title,0,DLGNet: A Transformer-based Model for Dialogue Response Generation.,"['DLGNet:', 'A', 'Transformer-based', 'Model', 'for', 'Dialogue', 'Response', 'Generation.']",
388,"When trained effectively, the Variational Autoencoder (VAE) can be both a powerful generative model and an effective representation learning framework for natural language.",,,,,,,both,be both,[],[],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,0,"When trained effectively, the Variational Autoencoder (VAE) can be both a powerful generative model and an effective representation learning framework for natural language.","['When', 'trained', 'effectively,', 'the', 'Variational', 'Autoencoder', '(VAE)', 'can', 'be', 'both', 'a', 'powerful', 'generative', 'model', 'and', 'an', 'effective', 'representation', 'learning', 'framework', 'for', 'natural', 'language.']",
389,"In this paper, we propose the first large-scale language VAE model, Optimus.",,,,,,,propose,propose,"[',', 'we']",[],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,1,"In this paper, we propose the first large-scale language VAE model, Optimus.","['In', 'this', 'paper,', 'we', 'propose', 'the', 'first', 'large-scale', 'language', 'VAE', 'model,', 'Optimus.']",
390,"A universal latent embedding space for sentences is first pre-trained on large text corpus, and then fine-tuned for various language generation and understanding tasks.",,,,,,,pre,pre,[],[],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,2,"A universal latent embedding space for sentences is first pre-trained on large text corpus, and then fine-tuned for various language generation and understanding tasks.","['A', 'universal', 'latent', 'embedding', 'space', 'for', 'sentences', 'is', 'first', 'pre-trained', 'on', 'large', 'text', 'corpus,', 'and', 'then', 'fine-tuned', 'for', 'various', 'language', 'generation', 'and', 'understanding', 'tasks.']",
391,"Compared with GPT-2, Optimus enables guided language generation from an abstract level using the latent vectors.",,,,,,,enables,enables,[],[],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,3,"Compared with GPT-2, Optimus enables guided language generation from an abstract level using the latent vectors.","['Compared', 'with', 'GPT-2,', 'Optimus', 'enables', 'guided', 'language', 'generation', 'from', 'an', 'abstract', 'level', 'using', 'the', 'latent', 'vectors.']",
392,Compared with,BERT,", Optimus can generalize better on low-resource language understanding tasks due to the smooth latent space structure.",Compared,[],[],-1.0,generalize,generalize,[],[],generalize,Optimus,"['PROPN', 'ADP', 'VERB']","['BERT', 'with', 'Compared']",https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,4,"Compared with BERT, Optimus can generalize better on low-resource language understanding tasks due to the smooth latent space structure.","['Compared', 'with', 'BERT', ',', 'Optimus', 'can', 'generalize', 'better', 'on', 'low-resource', 'language', 'understanding', 'tasks', 'due', 'to', 'the', 'smooth', 'latent', 'space', 'structure.']","(2, 3)"
393,Extensive experimental results on a wide range of language tasks demonstrate the effectiveness of Optimus.,,,,,,,demonstrate,demonstrate,['Extensive experimental results on a wide range of language tasks'],['the effectiveness of Optimus'],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,5,Extensive experimental results on a wide range of language tasks demonstrate the effectiveness of Optimus.,"['Extensive', 'experimental', 'results', 'on', 'a', 'wide', 'range', 'of', 'language', 'tasks', 'demonstrate', 'the', 'effectiveness', 'of', 'Optimus.']",
394,It achieves new state-of-the-art on VAE language modeling benchmarks.,,,,,,,of,of,[],[],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,6,It achieves new state-of-the-art on VAE language modeling benchmarks.,"['It', 'achieves', 'new', 'state-of-the-art', 'on', 'VAE', 'language', 'modeling', 'benchmarks.']",
395,"We hope that our first pre-trained big VAE language model itself and results can help the NLP community renew the interests of deep generative models in the era of large-scale pre-training, and make these principled methods more practical.",,,,,,,We,We,[],[],,,,,https://www.semanticscholar.org/paper/Optimus%3A-Organizing-Sentences-via-Pre-trained-of-a-Li-Gao/00696ba295d66f049d70272219f7fea4266171be,46,Abstract,7,"We hope that our first pre-trained big VAE language model itself and results can help the NLP community renew the interests of deep generative models in the era of large-scale pre-training, and make these principled methods more practical.","['We', 'hope', 'that', 'our', 'first', 'pre-trained', 'big', 'VAE', 'language', 'model', 'itself', 'and', 'results', 'can', 'help', 'the', 'NLP', 'community', 'renew', 'the', 'interests', 'of', 'deep', 'generative', 'models', 'in', 'the', 'era', 'of', 'large-scale', 'pre-training,', 'and', 'make', 'these', 'principled', 'methods', 'more', 'practical.']",
